Original,TranslationFormula
"VIP석 60,000원
R석 50,000원
S석 40,000원
OP석 55,000원
시야방해 VIP석 55,000원
시야방해 R석 45,000원
시야방해 S석 35,000원","=GOOGLETRANSLATE(A30, ""ko"", ""en"")"
토마스쿡 콘서트: 나의 노래,"=GOOGLETRANSLATE(A31, ""ko"", ""en"")"
김성녀의 마당놀이: 심청이와 춘향이가 온다 [당진],"=GOOGLETRANSLATE(A32, ""ko"", ""en"")"
장르자유화 Vol.1 전시회,"=GOOGLETRANSLATE(A33, ""ko"", ""en"")"
"미디어아트 클래식: 명화, 음악을 만나다 Ⅱ. 에드바르트 뭉크 [서산]","=GOOGLETRANSLATE(A34, ""ko"", ""en"")"
"S석 20,000원
A석 10,000원","=GOOGLETRANSLATE(A35, ""ko"", ""en"")"
"금호 위너스, 김강태 Piano","=GOOGLETRANSLATE(A36, ""ko"", ""en"")"
인어공주 [인천 서구],"=GOOGLETRANSLATE(A37, ""ko"", ""en"")"
인천 서구 청라대로 26,"=GOOGLETRANSLATE(A38, ""ko"", ""en"")"
"부산시립교향악단 기획음악회, 실내악 시리즈 Ⅰ: 줌인 Ⅰ","=GOOGLETRANSLATE(A39, ""ko"", ""en"")"
부산문화회관 챔버홀,"=GOOGLETRANSLATE(A40, ""ko"", ""en"")"
"롤링 31주년 기념공연, 휘나 첫 단독 콘서트: The Call","=GOOGLETRANSLATE(A41, ""ko"", ""en"")"
"부에노스 탱고클럽: El Tango, The Red [고양]","=GOOGLETRANSLATE(A42, ""ko"", ""en"")"
이앤아이 아트홀,"=GOOGLETRANSLATE(A43, ""ko"", ""en"")"
경기도 고양시 일산서구 중앙로 1568 (대화동),"=GOOGLETRANSLATE(A44, ""ko"", ""en"")"
"[공연소개]

부에노스 탱고 클럽 'El TANGO,THE RED'
'붉게 타오르는 탱고, 그 강렬한 밤이 시작됩니다.'

이앤아이아트홀 첫 번째 초청공연
Buenos Tango Club 의 'El Tango, The Red'

2026년 4월 14일(화) 저녁 7시,
이앤아이아트홀에서 탱고의 깊고 강렬한 무대가 펼쳐집니다.

6명의 아티스트들의 손끝에서 피어나는 붉은 열기의 탱고 음악 !!!

이번 공연에서는 아르헨티나 작곡가 **Astor Piazzolla**의 음악을 중심으로,
전통 탱고에 재즈와 클래식의 감성을 더해 탄생한
강렬한 리듬과 깊은 서정성을 지닌 누에보 탱고의 세계를 선보입니다.

붉은 열정과 깊은 울림이 공존하는 탱고의 순간을
이앤아이아트홀에서
Buenos Tango Club의 라이브 연주로 만나보세요.","=GOOGLETRANSLATE(A45, ""ko"", ""en"")"
"퇴근후N시리즈Ⅰ, 홍대광: 좋은 날","=GOOGLETRANSLATE(A46, ""ko"", ""en"")"
디어클라우드 전국 투어 콘서트: 4월의 숨,"=GOOGLETRANSLATE(A47, ""ko"", ""en"")"
샹송 칸초네 팝송 가요의 대향연: 이미배 콘서트,"=GOOGLETRANSLATE(A48, ""ko"", ""en"")"
GB가빈아트홀,"=GOOGLETRANSLATE(A49, ""ko"", ""en"")"
서울특별시 강남구 삼성로 534 (삼성동),"=GOOGLETRANSLATE(A50, ""ko"", ""en"")"
"R석 132,000원","=GOOGLETRANSLATE(A51, ""ko"", ""en"")"
"영등포아트홀 기획공연, 피터팬","=GOOGLETRANSLATE(A52, ""ko"", ""en"")"
서울특별시 영등포구 국회대로 596 (당산동3가),"=GOOGLETRANSLATE(A53, ""ko"", ""en"")"
"일반석 30,000원
2열 할인석 20,000원","=GOOGLETRANSLATE(A54, ""ko"", ""en"")"
피터팬 [용인],"=GOOGLETRANSLATE(A55, ""ko"", ""en"")"
노인의 꿈 [경주],"=GOOGLETRANSLATE(A56, ""ko"", ""en"")"
"꼭두, 80일간의 세계일주 [서울 중구]","=GOOGLETRANSLATE(A57, ""ko"", ""en"")"
서울남산국악당 크라운해태홀,"=GOOGLETRANSLATE(A58, ""ko"", ""en"")"
서울 중구 퇴계로34길 28,"=GOOGLETRANSLATE(A59, ""ko"", ""en"")"
"부산시립합창단, 꿈을 향해","=GOOGLETRANSLATE(A60, ""ko"", ""en"")"
A Breeze of Memory,"=GOOGLETRANSLATE(A61, ""ko"", ""en"")"
이상한 나라의 앨리스: 완다랜드 [칠곡],"=GOOGLETRANSLATE(A62, ""ko"", ""en"")"
칠곡군교육문화회관 대공연장,"=GOOGLETRANSLATE(A63, ""ko"", ""en"")"
경북 칠곡군 왜관읍 관문로1길 32,"=GOOGLETRANSLATE(A64, ""ko"", ""en"")"
"전석 10,000원
휠체어석 5,000원","=GOOGLETRANSLATE(A65, ""ko"", ""en"")"
시인과 촌장 45주년 전국투어 콘서트: 우리의 이야기는 다시 항해가 됩니다,"=GOOGLETRANSLATE(A66, ""ko"", ""en"")"
"R석 143,000원
S석 132,000원","=GOOGLETRANSLATE(A67, ""ko"", ""en"")"
목관앙상블과 함께하는 추억의 시네마 콘서트 [성남],"=GOOGLETRANSLATE(A68, ""ko"", ""en"")"
레이베이 내한공연 [고양],"=GOOGLETRANSLATE(A69, ""ko"", ""en"")"
킨텍스 제2전시장 9홀,"=GOOGLETRANSLATE(A70, ""ko"", ""en"")"
경기 고양시 일산서구 킨텍스로 217,"=GOOGLETRANSLATE(A71, ""ko"", ""en"")"
"ORCHESTRA PIT PACKAGE 314,000원
OPERA STALL PACKAGE 338,000원
스탠딩석 154,000원
지정석 P석 178,000원
지정석 R석 165,000원
지정석 S석 154,000원
지정석 A석 143,000원
지정석 B석 132,000원","=GOOGLETRANSLATE(A72, ""ko"", ""en"")"
ROSEWOOD Scarlet Syndrome Showcase,"=GOOGLETRANSLATE(A73, ""ko"", ""en"")"
조항조 전국투어 콘서트: 생각 [경주],"=GOOGLETRANSLATE(A74, ""ko"", ""en"")"
인어공주 [포항],"=GOOGLETRANSLATE(A75, ""ko"", ""en"")"
"R석 90,000원
S석 70,000원","=GOOGLETRANSLATE(A76, ""ko"", ""en"")"
꼬마박사 장영실 [인천 서구],"=GOOGLETRANSLATE(A77, ""ko"", ""en"")"
백설공주 [포항],"=GOOGLETRANSLATE(A78, ""ko"", ""en"")"
"국립극단, 그의 어머니 Mother of Him","=GOOGLETRANSLATE(A79, ""ko"", ""en"")"
박강수 콘서트: 봄이 온단다,"=GOOGLETRANSLATE(A80, ""ko"", ""en"")"
꿈꾸는씨어터,"=GOOGLETRANSLATE(A81, ""ko"", ""en"")"
대구광역시 남구 현충로 148 (대명동),"=GOOGLETRANSLATE(A82, ""ko"", ""en"")"
오렌지 스카이 [대학로],"=GOOGLETRANSLATE(A83, ""ko"", ""en"")"
"국립합창단, Classic Serenade [속초]","=GOOGLETRANSLATE(A84, ""ko"", ""en"")"
속초문화예술회관 대공연장,"=GOOGLETRANSLATE(A85, ""ko"", ""en"")"
강원 속초시 번영로 155,"=GOOGLETRANSLATE(A86, ""ko"", ""en"")"
관악청년포크협의회 2026년 임시총회,"=GOOGLETRANSLATE(A87, ""ko"", ""en"")"
매직키즈 버블쇼,"=GOOGLETRANSLATE(A88, ""ko"", ""en"")"
대백프라자 프라임홀,"=GOOGLETRANSLATE(A89, ""ko"", ""en"")"
제23회 그린필심포니오케스트라 정기연주회,"=GOOGLETRANSLATE(A90, ""ko"", ""en"")"
리브 어 라이브 [대학로],"=GOOGLETRANSLATE(A91, ""ko"", ""en"")"
DOHA Birthday Party,"=GOOGLETRANSLATE(A92, ""ko"", ""en"")"
온맘씨어터,"=GOOGLETRANSLATE(A93, ""ko"", ""en"")"
서울특별시 마포구 어울마당로 94-8 (서교동),"=GOOGLETRANSLATE(A94, ""ko"", ""en"")"
소가 된 게으름뱅이,"=GOOGLETRANSLATE(A95, ""ko"", ""en"")"
더: 매직서커스,"=GOOGLETRANSLATE(A96, ""ko"", ""en"")"
우리 아빠가 최고야 [과천],"=GOOGLETRANSLATE(A97, ""ko"", ""en"")"
과천시민회관 대극장,"=GOOGLETRANSLATE(A98, ""ko"", ""en"")"
경기도 과천시 통영로 5,"=GOOGLETRANSLATE(A99, ""ko"", ""en"")"
D82 1st 전국 투어 콘서트 ACT TWO: 82,"=GOOGLETRANSLATE(A100, ""ko"", ""en"")"
인터플레이,"=GOOGLETRANSLATE(A101, ""ko"", ""en"")"
대전광역시 서구 대덕대로162번길 11 (갈마동),"=GOOGLETRANSLATE(A102, ""ko"", ""en"")"
"현대카드 Curated 104, 김승주","=GOOGLETRANSLATE(A103, ""ko"", ""en"")"
"롤링 31주년 기념공연, 헤이맨 단독콘서트: re: start part Ⅰ","=GOOGLETRANSLATE(A104, ""ko"", ""en"")"
"현장판매 90,000원
사전예약 88,000원","=GOOGLETRANSLATE(A105, ""ko"", ""en"")"
"롤링 31주년 기념공연, 포져군단 단독콘서트: 해피 댄스","=GOOGLETRANSLATE(A106, ""ko"", ""en"")"
어린이 서커스 쇼 [해남],"=GOOGLETRANSLATE(A107, ""ko"", ""en"")"
해남문화예술회관 대공연장,"=GOOGLETRANSLATE(A108, ""ko"", ""en"")"
전남 해남군 해남읍 군청길 4,"=GOOGLETRANSLATE(A109, ""ko"", ""en"")"
"직장인을 위한 퇴근길 콘서트 Ⅳ, 뮤지컬의 밤","=GOOGLETRANSLATE(A110, ""ko"", ""en"")"
쿠키맨 [전주],"=GOOGLETRANSLATE(A111, ""ko"", ""en"")"
어쩌면 해피엔딩,"=GOOGLETRANSLATE(A112, ""ko"", ""en"")"
계명아트센터,"=GOOGLETRANSLATE(A113, ""ko"", ""en"")"
대구광역시 달서구 달구벌대로 1095 - 0 계명대학교,"=GOOGLETRANSLATE(A114, ""ko"", ""en"")"
"R석 90,000원
S석 80,000원","=GOOGLETRANSLATE(A115, ""ko"", ""en"")"
어린이 서커스 쇼 [목포],"=GOOGLETRANSLATE(A116, ""ko"", ""en"")"
M & M 시리즈 Ⅲ: 마르티누 & 이혁·이효,"=GOOGLETRANSLATE(A117, ""ko"", ""en"")"
"R석 40,000원
S석 30,000원
A석 20,000원","=GOOGLETRANSLATE(A118, ""ko"", ""en"")"
로미오와 줄리엣 The Clown [서울 용산],"=GOOGLETRANSLATE(A119, ""ko"", ""en"")"
더 줌 아트센터,"=GOOGLETRANSLATE(A120, ""ko"", ""en"")"
서울특별시 용산구 독서당로 111 (한남동),"=GOOGLETRANSLATE(A121, ""ko"", ""en"")"
지브리와 사랑에 빠지다: 지브리 영화음악 콘서트 [파주],"=GOOGLETRANSLATE(A122, ""ko"", ""en"")"
솔가람아트홀 대공연장,"=GOOGLETRANSLATE(A123, ""ko"", ""en"")"
강원특별자치도 강릉시 동해대로 3288-18,"=GOOGLETRANSLATE(A124, ""ko"", ""en"")"
백설공주 [울산 북구],"=GOOGLETRANSLATE(A125, ""ko"", ""en"")"
토끼와 자라,"=GOOGLETRANSLATE(A126, ""ko"", ""en"")"
신데렐라 [군산],"=GOOGLETRANSLATE(A127, ""ko"", ""en"")"
피노키오 [파주],"=GOOGLETRANSLATE(A128, ""ko"", ""en"")"
수호천사 뮤직콘서트,"=GOOGLETRANSLATE(A129, ""ko"", ""en"")"
"유진규 마임, 꽃: 사라지며 피어나다","=GOOGLETRANSLATE(A130, ""ko"", ""en"")"
세이레아트센터,"=GOOGLETRANSLATE(A131, ""ko"", ""en"")"
제주특별자치도 제주시 서광로 182-6 (삼도일동),"=GOOGLETRANSLATE(A132, ""ko"", ""en"")"
히사이시 조 영화음악 콘서트 [부천],"=GOOGLETRANSLATE(A133, ""ko"", ""en"")"
제13회 오케스트라 사이엔티아 정기연주회,"=GOOGLETRANSLATE(A134, ""ko"", ""en"")"
"숲세권 라이브, 별은 단독 공연: 강아지 풀","=GOOGLETRANSLATE(A135, ""ko"", ""en"")"
직장인을 위한 퇴근길 콘서트 Ⅱ. 축제의 시작,"=GOOGLETRANSLATE(A136, ""ko"", ""en"")"
어쩌면 해피엔딩 [평택],"=GOOGLETRANSLATE(A137, ""ko"", ""en"")"
평택아트센터 대공연장,"=GOOGLETRANSLATE(A138, ""ko"", ""en"")"
경기 평택시 중앙로 260,"=GOOGLETRANSLATE(A139, ""ko"", ""en"")"
M & M 시리즈 Ⅳ. 시벨리우스 & 박수예,"=GOOGLETRANSLATE(A140, ""ko"", ""en"")"
햇님달님 [김포],"=GOOGLETRANSLATE(A141, ""ko"", ""en"")"
"직장인을 위한 퇴근길 콘서트 Ⅰ. 희망, 고난, 승리의 소리","=GOOGLETRANSLATE(A142, ""ko"", ""en"")"
대구광역시 수성구 동대구로 176 (황금동),"=GOOGLETRANSLATE(A143, ""ko"", ""en"")"
서울돈화문국악당개관 10주년 기념: 산조대전,"=GOOGLETRANSLATE(A144, ""ko"", ""en"")"
서울돈화문국악당,"=GOOGLETRANSLATE(A145, ""ko"", ""en"")"
서울특별시 종로구 율곡로 102 - 0,"=GOOGLETRANSLATE(A146, ""ko"", ""en"")"
얼굴과 얼굴 마주;봄 [서울 구로],"=GOOGLETRANSLATE(A147, ""ko"", ""en"")"
구로창의아트홀,"=GOOGLETRANSLATE(A148, ""ko"", ""en"")"
서울특별시 구로구 경인로 416 (고척동),"=GOOGLETRANSLATE(A149, ""ko"", ""en"")"
"체험석 20,000원
관람석 5,000원","=GOOGLETRANSLATE(A150, ""ko"", ""en"")"
프린세스 스쿨 [구미],"=GOOGLETRANSLATE(A151, ""ko"", ""en"")"
구미시문화예술회관 소공연장,"=GOOGLETRANSLATE(A152, ""ko"", ""en"")"
경북 구미시 송정대로 89,"=GOOGLETRANSLATE(A153, ""ko"", ""en"")"
M & M 시리즈 Ⅱ: 구노의 장엄미사,"=GOOGLETRANSLATE(A154, ""ko"", ""en"")"
스쿨 매직콘서트 [김해],"=GOOGLETRANSLATE(A155, ""ko"", ""en"")"
김해문화의전당 누리홀,"=GOOGLETRANSLATE(A156, ""ko"", ""en"")"
경남 김해시 김해대로 2060,"=GOOGLETRANSLATE(A157, ""ko"", ""en"")"
"돔박아시, 고이래 [대학로]","=GOOGLETRANSLATE(A158, ""ko"", ""en"")"
"오페라 정원, 카발레리아 루스티카나 [성남]","=GOOGLETRANSLATE(A159, ""ko"", ""en"")"
브람스의 실내악,"=GOOGLETRANSLATE(A160, ""ko"", ""en"")"
"롤링 31주년 기념공연, DOYOUKA LIVE","=GOOGLETRANSLATE(A161, ""ko"", ""en"")"
"Wine & Music Night: Jazz & Tango, 와인과 함께 즐기는 재즈 & 탱고 라이브","=GOOGLETRANSLATE(A162, ""ko"", ""en"")"
엘림아트센터 챔버홀,"=GOOGLETRANSLATE(A163, ""ko"", ""en"")"
인천 서구 크리스탈로 78,"=GOOGLETRANSLATE(A164, ""ko"", ""en"")"
"봄을 알리는 콘서트, 이지훈 & 홍지민","=GOOGLETRANSLATE(A165, ""ko"", ""en"")"
"VIP석 77,000원
일반석 55,000원","=GOOGLETRANSLATE(A166, ""ko"", ""en"")"
"DJ Soulscape Curated 28, eldon","=GOOGLETRANSLATE(A167, ""ko"", ""en"")"
"국립심포니오케스트라, 피터와 늑대 & 어미 거위 [여수]","=GOOGLETRANSLATE(A168, ""ko"", ""en"")"
GS칼텍스 예울마루 대극장,"=GOOGLETRANSLATE(A169, ""ko"", ""en"")"
전남 여수시 예울마루로 100,"=GOOGLETRANSLATE(A170, ""ko"", ""en"")"
김창완밴드 전국투어 시즌4: 하루 [김해],"=GOOGLETRANSLATE(A171, ""ko"", ""en"")"
김해문화의전당 마루홀,"=GOOGLETRANSLATE(A172, ""ko"", ""en"")"
"R석 132,000원
S석 121,000원
A석 110,000원","=GOOGLETRANSLATE(A173, ""ko"", ""en"")"
반짝반짝 빛나는 마술사의 방 [광명],"=GOOGLETRANSLATE(A174, ""ko"", ""en"")"
"직장인을 위한 퇴근길 콘서트 Ⅲ, 심포니 릴레이","=GOOGLETRANSLATE(A175, ""ko"", ""en"")"
강희윤 첼로 독주회: Hola! Espana,"=GOOGLETRANSLATE(A176, ""ko"", ""en"")"
바이올리니스트 오진주 리사이틀,"=GOOGLETRANSLATE(A177, ""ko"", ""en"")"
오즈 사이언스 (OZ Science),"=GOOGLETRANSLATE(A178, ""ko"", ""en"")"
꼬마박사 장영실 [남양주],"=GOOGLETRANSLATE(A179, ""ko"", ""en"")"
다산아트홀,"=GOOGLETRANSLATE(A180, ""ko"", ""en"")"
경기도 남양주시 다산중앙로 7 (다산동),"=GOOGLETRANSLATE(A181, ""ko"", ""en"")"
"롤링 31주년 기념공연, 산만한시선 단독 콘서트: 개의 심장","=GOOGLETRANSLATE(A182, ""ko"", ""en"")"
사랑을 이루어 드립니다,"=GOOGLETRANSLATE(A183, ""ko"", ""en"")"
가온아트홀 2관,"=GOOGLETRANSLATE(A184, ""ko"", ""en"")"
알라딘,"=GOOGLETRANSLATE(A185, ""ko"", ""en"")"
"On Screen Concert, 할리우드 갈라 콘서트 [부산] (영상화)","=GOOGLETRANSLATE(A186, ""ko"", ""en"")"
오싹한 알바,"=GOOGLETRANSLATE(A187, ""ko"", ""en"")"
초콜릿팩토리,"=GOOGLETRANSLATE(A188, ""ko"", ""en"")"
부산광역시 남구 수영로 298 (대연동),"=GOOGLETRANSLATE(A189, ""ko"", ""en"")"
어쩌면 해피엔딩 [창원],"=GOOGLETRANSLATE(A190, ""ko"", ""en"")"
나의 아저씨 [수원],"=GOOGLETRANSLATE(A191, ""ko"", ""en"")"
"R석 60,000원
S석 40,000원
A석 20,000원","=GOOGLETRANSLATE(A192, ""ko"", ""en"")"
모든 날 모든 순간 [수원],"=GOOGLETRANSLATE(A193, ""ko"", ""en"")"
제6회 울림 색소폰 앙상블 정기연주회,"=GOOGLETRANSLATE(A194, ""ko"", ""en"")"
최현우 19+Ⅰ [용인],"=GOOGLETRANSLATE(A195, ""ko"", ""en"")"
"R석 99,000원
S석 77,000원","=GOOGLETRANSLATE(A196, ""ko"", ""en"")"
M&M 시리즈 Ⅰ: 프로코피예프 & 최송하,"=GOOGLETRANSLATE(A197, ""ko"", ""en"")"
"KNN방송교향악단 창단 10주년 기념 한국가곡 대축제, 김효근 K-아트팝 가곡의 밤: 가장 아름다운 노래","=GOOGLETRANSLATE(A198, ""ko"", ""en"")"
바다 속 버블왕국 아쿠아쇼,"=GOOGLETRANSLATE(A199, ""ko"", ""en"")"
INDIE’D: HERE AND NOW Vol.1,"=GOOGLETRANSLATE(A200, ""ko"", ""en"")"
듈스튜디오,"=GOOGLETRANSLATE(A201, ""ko"", ""en"")"
서울특별시 마포구 잔다리로 20 (서교동),"=GOOGLETRANSLATE(A202, ""ko"", ""en"")"
"롤링 31주년 기념공연, ChRocktikal The 1st World Tour: CRTK : The Beginning","=GOOGLETRANSLATE(A203, ""ko"", ""en"")"
복순이 할배,"=GOOGLETRANSLATE(A204, ""ko"", ""en"")"
"프랑스 스트라스부르 국립극장, 라크리마 [성남]","=GOOGLETRANSLATE(A205, ""ko"", ""en"")"
성남아트센터 오페라하우스,"=GOOGLETRANSLATE(A206, ""ko"", ""en"")"
"멜로우TV: Run it up, 팀 나빠 [전주]","=GOOGLETRANSLATE(A207, ""ko"", ""en"")"
"국립정동극장 예술단, 광대","=GOOGLETRANSLATE(A208, ""ko"", ""en"")"
국립정동극장,"=GOOGLETRANSLATE(A209, ""ko"", ""en"")"
클라라 주미 강 & 김선욱 듀오 리사이틀 (05.23),"=GOOGLETRANSLATE(A210, ""ko"", ""en"")"
서편제,"=GOOGLETRANSLATE(A211, ""ko"", ""en"")"
"VIP석 150,000원
R석 120,000원
S석 90,000원
A석 60,000원","=GOOGLETRANSLATE(A212, ""ko"", ""en"")"
어린이 서커스 쇼 [양주],"=GOOGLETRANSLATE(A213, ""ko"", ""en"")"
경기섬유종합지원센터 대강당,"=GOOGLETRANSLATE(A214, ""ko"", ""en"")"
경기 양주시 평화로 1215,"=GOOGLETRANSLATE(A215, ""ko"", ""en"")"
피터팬,"=GOOGLETRANSLATE(A216, ""ko"", ""en"")"
아트버블쇼 [전주],"=GOOGLETRANSLATE(A217, ""ko"", ""en"")"
지브리 & 디즈니 OST 콘서트 with 첼로댁 [성남],"=GOOGLETRANSLATE(A218, ""ko"", ""en"")"
"VIP석 60,000원
R석 50,000원
S석 40,000원","=GOOGLETRANSLATE(A219, ""ko"", ""en"")"
정의경 피아노 독주회,"=GOOGLETRANSLATE(A220, ""ko"", ""en"")"
해리엇,"=GOOGLETRANSLATE(A221, ""ko"", ""en"")"
아리아라리 [정선],"=GOOGLETRANSLATE(A222, ""ko"", ""en"")"
정선아리랑센터 아리랑홀,"=GOOGLETRANSLATE(A223, ""ko"", ""en"")"
강원특별자치도 정선군 정선읍 정선로 411,"=GOOGLETRANSLATE(A224, ""ko"", ""en"")"
"이자람 판소리: 눈, 눈, 눈 [성남]","=GOOGLETRANSLATE(A225, ""ko"", ""en"")"
분홍립스틱 [여주],"=GOOGLETRANSLATE(A226, ""ko"", ""en"")"
세종국악당,"=GOOGLETRANSLATE(A227, ""ko"", ""en"")"
경기도 여주시 영릉로 125 (하동),"=GOOGLETRANSLATE(A228, ""ko"", ""en"")"
윤마치를 축하하세요,"=GOOGLETRANSLATE(A229, ""ko"", ""en"")"
도원경 콘서트: 나의 꿈을 향해서,"=GOOGLETRANSLATE(A230, ""ko"", ""en"")"
할래?! 말래,"=GOOGLETRANSLATE(A231, ""ko"", ""en"")"
정글북 [수원],"=GOOGLETRANSLATE(A232, ""ko"", ""en"")"
The 심수봉 SHOW [부천],"=GOOGLETRANSLATE(A233, ""ko"", ""en"")"
"VIP석 121,000원
R석 110,000원
S석 88,000원","=GOOGLETRANSLATE(A234, ""ko"", ""en"")"
"변진섭 전국투어 콘서트, 변천사 시즌 2.5: 시간여행 [구미]","=GOOGLETRANSLATE(A235, ""ko"", ""en"")"
구미시문화예술회관 대공연장,"=GOOGLETRANSLATE(A236, ""ko"", ""en"")"
"VIP석 143,000원
R석 110,000원
S석 99,000원
A석 88,000원","=GOOGLETRANSLATE(A237, ""ko"", ""en"")"
아이들콘서트: 클래식 with 디토 오케스트라,"=GOOGLETRANSLATE(A238, ""ko"", ""en"")"
서울특별시 종로구 성균관로 91 - 0 국민생활관,"=GOOGLETRANSLATE(A239, ""ko"", ""en"")"
꼬마버스 타요: 소원을 들어주는 요술 지팡이 대소동 [창원],"=GOOGLETRANSLATE(A240, ""ko"", ""en"")"
헬로카봇 스페셜 시즌 9: 전설의 용사를 찾아서 [인천 서구],"=GOOGLETRANSLATE(A241, ""ko"", ""en"")"
십번기 [수원],"=GOOGLETRANSLATE(A242, ""ko"", ""en"")"
아기돼지 삼형제 [인천 서구],"=GOOGLETRANSLATE(A243, ""ko"", ""en"")"
더 펜,"=GOOGLETRANSLATE(A244, ""ko"", ""en"")"
"현대음악앙상블 위로 X 미디어아티스트 윤제호, 빛의 음악: la musique de la lumiere","=GOOGLETRANSLATE(A245, ""ko"", ""en"")"
하남문화재단 문화가 있는 날 #2 피아니스트 조재혁: 모차르트와 친구들 [하남],"=GOOGLETRANSLATE(A246, ""ko"", ""en"")"
뽀로로와 신비한 여행 [서울 (앵콜) ],"=GOOGLETRANSLATE(A247, ""ko"", ""en"")"
"국립극단, 태풍 [성남]","=GOOGLETRANSLATE(A248, ""ko"", ""en"")"
미스트롯4 전국투어 콘서트: 트롯으로 세상을 홀려라 [고양],"=GOOGLETRANSLATE(A249, ""ko"", ""en"")"
고양아람누리 아람극장,"=GOOGLETRANSLATE(A250, ""ko"", ""en"")"
TAKANE NO NADESHIKO Live Tour: Bouquet of 9 Flowers,"=GOOGLETRANSLATE(A251, ""ko"", ""en"")"
"VIP석 121,000원
일반석 99,000원","=GOOGLETRANSLATE(A252, ""ko"", ""en"")"
"베베핀, 두근두근 새친구","=GOOGLETRANSLATE(A253, ""ko"", ""en"")"
프린세스 공주뮤지컬쇼 [수원],"=GOOGLETRANSLATE(A254, ""ko"", ""en"")"
쎄시봉: The Last Concert,"=GOOGLETRANSLATE(A255, ""ko"", ""en"")"
충남대학교 정심화국제문화회관 정심화홀,"=GOOGLETRANSLATE(A256, ""ko"", ""en"")"
대전 유성구 대학로 99,"=GOOGLETRANSLATE(A257, ""ko"", ""en"")"
"R석 154,000원
S석 132,000원","=GOOGLETRANSLATE(A258, ""ko"", ""en"")"
eill 내한공연 (eill ACTION ASIA TOUR),"=GOOGLETRANSLATE(A259, ""ko"", ""en"")"
"VIP석 138,000원
일반석 99,000원","=GOOGLETRANSLATE(A260, ""ko"", ""en"")"
로맨틱 나이트,"=GOOGLETRANSLATE(A261, ""ko"", ""en"")"
"R석 110,000원
S석 90,000원
A석 70,000원
B석 50,000원","=GOOGLETRANSLATE(A262, ""ko"", ""en"")"
싯다르타,"=GOOGLETRANSLATE(A263, ""ko"", ""en"")"
"VIP석 130,000원
R석 110,000원
S석 90,000원
A석 60,000원","=GOOGLETRANSLATE(A264, ""ko"", ""en"")"
토마스 스트로넨 내한공연,"=GOOGLETRANSLATE(A265, ""ko"", ""en"")"
