Original,TranslationFormula
동탄 공룡월드,"=GOOGLETRANSLATE(A59, ""ko"", ""en"")"
경기도 화성시 동탄구 동탄순환대로27길 30 가동 2층,"=GOOGLETRANSLATE(A60, ""ko"", ""en"")"
웨이브제주 호텔 앤 리조트 조식 패키지 (객실 1박+조식 2인),"=GOOGLETRANSLATE(A61, ""ko"", ""en"")"
웨이브 제주,"=GOOGLETRANSLATE(A62, ""ko"", ""en"")"
"93,000원","=GOOGLETRANSLATE(A63, ""ko"", ""en"")"
동탄 네이처스케이프 플러스 입장권,"=GOOGLETRANSLATE(A64, ""ko"", ""en"")"
네이처스케이프 플러스,"=GOOGLETRANSLATE(A65, ""ko"", ""en"")"
경기도 화성시 동탄구 동탄대로5길 21 라크몽 A동 4층~5층,"=GOOGLETRANSLATE(A66, ""ko"", ""en"")"
"20,800원","=GOOGLETRANSLATE(A67, ""ko"", ""en"")"
플레이월드 대구점 이용권,"=GOOGLETRANSLATE(A68, ""ko"", ""en"")"
경주월드,"=GOOGLETRANSLATE(A69, ""ko"", ""en"")"
★[특가] 고양 매직플로우 원더빌리지 (~4/30),"=GOOGLETRANSLATE(A70, ""ko"", ""en"")"
원더빌리지 고양,"=GOOGLETRANSLATE(A71, ""ko"", ""en"")"
고양대로 1955 3층 원더빌리지,"=GOOGLETRANSLATE(A72, ""ko"", ""en"")"
썬밸리 워터파크 이용권,"=GOOGLETRANSLATE(A73, ""ko"", ""en"")"
썬밸리 워터파크,"=GOOGLETRANSLATE(A74, ""ko"", ""en"")"
경기도 여주시 강변유원지길 45 1층,"=GOOGLETRANSLATE(A75, ""ko"", ""en"")"
이월드 자유이용권 식음PKG 3월,"=GOOGLETRANSLATE(A76, ""ko"", ""en"")"
대구 이월드,"=GOOGLETRANSLATE(A77, ""ko"", ""en"")"
대구광역시 달서구 두류공원로 200 이월드,"=GOOGLETRANSLATE(A78, ""ko"", ""en"")"
"34,900원","=GOOGLETRANSLATE(A79, ""ko"", ""en"")"
아쿠아플라넷 제주 입장권 & 늦은오후권 (26.03월),"=GOOGLETRANSLATE(A80, ""ko"", ""en"")"
"27,700원","=GOOGLETRANSLATE(A81, ""ko"", ""en"")"
과천 서울대공원 리프트패키지,"=GOOGLETRANSLATE(A82, ""ko"", ""en"")"
서울대공원,"=GOOGLETRANSLATE(A83, ""ko"", ""en"")"
경기도 과천시 대공원광장로 102,"=GOOGLETRANSLATE(A84, ""ko"", ""en"")"
안성팜랜드 입장권,"=GOOGLETRANSLATE(A85, ""ko"", ""en"")"
안성팜랜드,"=GOOGLETRANSLATE(A86, ""ko"", ""en"")"
오월드 자유이용권(3/1~),"=GOOGLETRANSLATE(A87, ""ko"", ""en"")"
대전 오월드,"=GOOGLETRANSLATE(A88, ""ko"", ""en"")"
대전광역시 중구 사정공원로 70,"=GOOGLETRANSLATE(A89, ""ko"", ""en"")"
쥬라리움 청라점 입장권,"=GOOGLETRANSLATE(A90, ""ko"", ""en"")"
쥬라리움청라점,"=GOOGLETRANSLATE(A91, ""ko"", ""en"")"
청라커낼로288번길 26 현대썬앤빌 더테라스 지하 1층,"=GOOGLETRANSLATE(A92, ""ko"", ""en"")"
키위키즈랜드 주중 이용권,"=GOOGLETRANSLATE(A93, ""ko"", ""en"")"
키위 키즈랜드,"=GOOGLETRANSLATE(A94, ""ko"", ""en"")"
부산광역시 기장군 장안읍 정관로 1142 힐탑프리미엄아울렛 B1,"=GOOGLETRANSLATE(A95, ""ko"", ""en"")"
"3,000원","=GOOGLETRANSLATE(A96, ""ko"", ""en"")"
과천 그라운드플래닛,"=GOOGLETRANSLATE(A97, ""ko"", ""en"")"
그라운드 플래닛,"=GOOGLETRANSLATE(A98, ""ko"", ""en"")"
대공원광장로 80 그라운드 플래닛,"=GOOGLETRANSLATE(A99, ""ko"", ""en"")"
일산 원마운트 펀웨이브 이용권,"=GOOGLETRANSLATE(A100, ""ko"", ""en"")"
한류월드로 300 102~112호,"=GOOGLETRANSLATE(A101, ""ko"", ""en"")"
한복남 한국민속촌점 한복 대여 이용권(~3월),"=GOOGLETRANSLATE(A102, ""ko"", ""en"")"
한복남 한국민속촌점 한복 대여 이용권 ~3월,"=GOOGLETRANSLATE(A103, ""ko"", ""en"")"
잭슨나인스 일산점 (유효기간 : 3/1~3/31),"=GOOGLETRANSLATE(A104, ""ko"", ""en"")"
잭슨나인스,"=GOOGLETRANSLATE(A105, ""ko"", ""en"")"
일현로 97-11 두산위브더제니스스퀘어 지하1층 105호,"=GOOGLETRANSLATE(A106, ""ko"", ""en"")"
쥬라리움 하남점 입장권,"=GOOGLETRANSLATE(A107, ""ko"", ""en"")"
쥬라리움하남점,"=GOOGLETRANSLATE(A108, ""ko"", ""en"")"
"경기도 하남시 미사대로 410 오벨리스크 1층, 2층","=GOOGLETRANSLATE(A109, ""ko"", ""en"")"
N서울타워 전망대 입장권(~26/12/31),"=GOOGLETRANSLATE(A110, ""ko"", ""en"")"
N서울타워,"=GOOGLETRANSLATE(A111, ""ko"", ""en"")"
서울특별시 용산구 남산공원길 105,"=GOOGLETRANSLATE(A112, ""ko"", ""en"")"
"17,500원","=GOOGLETRANSLATE(A113, ""ko"", ""en"")"
하이원리조트 워터월드 비수기 이용권(~26.04.30),"=GOOGLETRANSLATE(A114, ""ko"", ""en"")"
하이원리조트,"=GOOGLETRANSLATE(A115, ""ko"", ""en"")"
공룡월드 세종점 이용권,"=GOOGLETRANSLATE(A116, ""ko"", ""en"")"
대전아쿠아리움 (대소공통)이용권 (구매 후 60일),"=GOOGLETRANSLATE(A117, ""ko"", ""en"")"
대전아쿠아리움,"=GOOGLETRANSLATE(A118, ""ko"", ""en"")"
삼방가딸기랜드 체험,"=GOOGLETRANSLATE(A119, ""ko"", ""en"")"
삼방가딸기랜드,"=GOOGLETRANSLATE(A120, ""ko"", ""en"")"
"8,800원","=GOOGLETRANSLATE(A121, ""ko"", ""en"")"
용인 공룡월드(공룡쇼+마술+풍선쇼) 이용권,"=GOOGLETRANSLATE(A122, ""ko"", ""en"")"
용인 공룡월드,"=GOOGLETRANSLATE(A123, ""ko"", ""en"")"
중부대로 1294 4층호,"=GOOGLETRANSLATE(A124, ""ko"", ""en"")"
제주 최남단 체험감귤농장,"=GOOGLETRANSLATE(A125, ""ko"", ""en"")"
"6,900원","=GOOGLETRANSLATE(A126, ""ko"", ""en"")"
과천 그라운드플래닛 이용권,"=GOOGLETRANSLATE(A127, ""ko"", ""en"")"
그라운드플래닛,"=GOOGLETRANSLATE(A128, ""ko"", ""en"")"
설악한화리조트(쏘라노본관/워터피아),"=GOOGLETRANSLATE(A129, ""ko"", ""en"")"
한화리조트 설악쏘라노,"=GOOGLETRANSLATE(A130, ""ko"", ""en"")"
강원특별자치도 속초시 미시령로2983번길 111,"=GOOGLETRANSLATE(A131, ""ko"", ""en"")"
"267,500원","=GOOGLETRANSLATE(A132, ""ko"", ""en"")"
포레스트 리솜 패키지 (객실 1박+조식 2인or워터파크 2인),"=GOOGLETRANSLATE(A133, ""ko"", ""en"")"
충남 예산군 덕산면 온천단지3로 45-7,"=GOOGLETRANSLATE(A134, ""ko"", ""en"")"
"450,000원","=GOOGLETRANSLATE(A135, ""ko"", ""en"")"
캐니언파크 입장권,"=GOOGLETRANSLATE(A136, ""ko"", ""en"")"
캐니언파크,"=GOOGLETRANSLATE(A137, ""ko"", ""en"")"
"만남의거리 15 3층, 4층","=GOOGLETRANSLATE(A138, ""ko"", ""en"")"
대관령 삼양라운드힐,"=GOOGLETRANSLATE(A139, ""ko"", ""en"")"
꽃밭양지길 708-9,"=GOOGLETRANSLATE(A140, ""ko"", ""en"")"
안성팜랜드 입장권 + 승마 패키지,"=GOOGLETRANSLATE(A141, ""ko"", ""en"")"
한화 뽀로로아쿠아빌리지 3월 상시 이용권(유효기간 : 26.03.01~26.03.31),"=GOOGLETRANSLATE(A142, ""ko"", ""en"")"
경상북도 경주시 보문로 182-27 한화콘도미니엄,"=GOOGLETRANSLATE(A143, ""ko"", ""en"")"
레스트리 리솜(객실 1박+조식 2인or워터파크 2인),"=GOOGLETRANSLATE(A144, ""ko"", ""en"")"
세라젬웰파크 부산기장점 할인 이용권(3/1~),"=GOOGLETRANSLATE(A145, ""ko"", ""en"")"
세라젬웰파크,"=GOOGLETRANSLATE(A146, ""ko"", ""en"")"
고산자로32길 78 청량리역 한양수자인 그라시엘 B1,"=GOOGLETRANSLATE(A147, ""ko"", ""en"")"
"4,500원","=GOOGLETRANSLATE(A148, ""ko"", ""en"")"
마티에 오시리아 한화(룸온리/키캉스/뽀로로/부산호텔),"=GOOGLETRANSLATE(A149, ""ko"", ""en"")"
[잔망루피가 맞이하는]마티에 오시리아 한화 룸온리/키캉스/뽀로로/부산호텔,"=GOOGLETRANSLATE(A150, ""ko"", ""en"")"
"267,800원","=GOOGLETRANSLATE(A151, ""ko"", ""en"")"
플레이월드 파주점 키즈카페 이용권,"=GOOGLETRANSLATE(A152, ""ko"", ""en"")"
인천광역시 중구 월미로 222 101~127호,"=GOOGLETRANSLATE(A153, ""ko"", ""en"")"
"7,700원","=GOOGLETRANSLATE(A154, ""ko"", ""en"")"
클럽디 오아시스 통합권/스파 이용권 (3/3~4/30),"=GOOGLETRANSLATE(A155, ""ko"", ""en"")"
클럽디 오아시스,"=GOOGLETRANSLATE(A156, ""ko"", ""en"")"
부산광역시 해운대구 달맞이길 30 엘시티,"=GOOGLETRANSLATE(A157, ""ko"", ""en"")"
스플라스 리솜 패키지(객실 1박+조식 2인),"=GOOGLETRANSLATE(A158, ""ko"", ""en"")"
"181,000원","=GOOGLETRANSLATE(A159, ""ko"", ""en"")"
양떼목장,"=GOOGLETRANSLATE(A160, ""ko"", ""en"")"
원더빌리지 매직플로우 원더빌리지(~3/31),"=GOOGLETRANSLATE(A161, ""ko"", ""en"")"
마산 로봇랜드 커플 / 패밀리권 (2/3/4/6인권) (~3/31),"=GOOGLETRANSLATE(A162, ""ko"", ""en"")"
경남 창원시 마산합포구 구산면 로봇랜드로 250,"=GOOGLETRANSLATE(A163, ""ko"", ""en"")"
용인 베잔송(룸온리/한화리조트/에버랜드근처),"=GOOGLETRANSLATE(A164, ""ko"", ""en"")"
한화리조트 용인 베잔송,"=GOOGLETRANSLATE(A165, ""ko"", ""en"")"
경기 용인시 처인구 남사읍 봉무로153번길 79,"=GOOGLETRANSLATE(A166, ""ko"", ""en"")"
"178,200원","=GOOGLETRANSLATE(A167, ""ko"", ""en"")"
샌드라이빙 하남점 이용권,"=GOOGLETRANSLATE(A168, ""ko"", ""en"")"
"미사강변중앙로 223 111호, 112호","=GOOGLETRANSLATE(A169, ""ko"", ""en"")"
"12,300원","=GOOGLETRANSLATE(A170, ""ko"", ""en"")"
체험형 숲 테마파크 놀자숲 이용권 (실내/외 초대형 어드벤처 파크),"=GOOGLETRANSLATE(A171, ""ko"", ""en"")"
놀자숲,"=GOOGLETRANSLATE(A172, ""ko"", ""en"")"
"11,200원","=GOOGLETRANSLATE(A173, ""ko"", ""en"")"
벡스코 상상체험 키즈월드,"=GOOGLETRANSLATE(A174, ""ko"", ""en"")"
부산 해운대구 APEC로 30,"=GOOGLETRANSLATE(A175, ""ko"", ""en"")"
루프캣미 실내 고양이카페 홍대점,"=GOOGLETRANSLATE(A176, ""ko"", ""en"")"
루프캣미,"=GOOGLETRANSLATE(A177, ""ko"", ""en"")"
양화로 140 H-CUBE B2F,"=GOOGLETRANSLATE(A178, ""ko"", ""en"")"
상록리조트 상록랜드,"=GOOGLETRANSLATE(A179, ""ko"", ""en"")"
상록리조트,"=GOOGLETRANSLATE(A180, ""ko"", ""en"")"
충남 천안시 동남구 수신면 수신로 576,"=GOOGLETRANSLATE(A181, ""ko"", ""en"")"
롯데리조트부여 아쿠아가든 (3/21~4/30),"=GOOGLETRANSLATE(A182, ""ko"", ""en"")"
롯데리조트,"=GOOGLETRANSLATE(A183, ""ko"", ""en"")"
강원 속초시 대포항길 186,"=GOOGLETRANSLATE(A184, ""ko"", ""en"")"
소노벨 천안 오션어드벤처 종일권 (03/14~04/24),"=GOOGLETRANSLATE(A185, ""ko"", ""en"")"
소노벨 천안,"=GOOGLETRANSLATE(A186, ""ko"", ""en"")"
한치골길 262,"=GOOGLETRANSLATE(A187, ""ko"", ""en"")"
파라다이스시티 원더박스 자유이용권 (3/21~4/30),"=GOOGLETRANSLATE(A188, ""ko"", ""en"")"
파라다이스시티,"=GOOGLETRANSLATE(A189, ""ko"", ""en"")"
인천광역시 중구 영종해안남로321번길 186 (운서동),"=GOOGLETRANSLATE(A190, ""ko"", ""en"")"
"19,550원","=GOOGLETRANSLATE(A191, ""ko"", ""en"")"
하나 딸기수확체험(실내대기실+화장실완비),"=GOOGLETRANSLATE(A192, ""ko"", ""en"")"
하나딸기수확체험,"=GOOGLETRANSLATE(A193, ""ko"", ""en"")"
"10,500원","=GOOGLETRANSLATE(A194, ""ko"", ""en"")"
잭슨나인스 대구점 (유효기간 : 26/01/01~03/31),"=GOOGLETRANSLATE(A195, ""ko"", ""en"")"
쥬라리움 파주점 입장권,"=GOOGLETRANSLATE(A196, ""ko"", ""en"")"
쥬라리움파주점,"=GOOGLETRANSLATE(A197, ""ko"", ""en"")"
경기도 파주시 탄현면 새오리로 69 프로방스 주차타워 2층,"=GOOGLETRANSLATE(A198, ""ko"", ""en"")"
아르떼뮤지엄 입장권,"=GOOGLETRANSLATE(A199, ""ko"", ""en"")"
아르떼뮤지엄 부산,"=GOOGLETRANSLATE(A200, ""ko"", ""en"")"
부산 영도구 해양로247번길 29,"=GOOGLETRANSLATE(A201, ""ko"", ""en"")"
스누피가든,"=GOOGLETRANSLATE(A202, ""ko"", ""en"")"
제주 스누피가든,"=GOOGLETRANSLATE(A203, ""ko"", ""en"")"
제주특별자치도 제주시 구좌읍 금백조로 930,"=GOOGLETRANSLATE(A204, ""ko"", ""en"")"
"부산 요트투어 요트가이 (폭죽, 폴라로이드) 광안리","=GOOGLETRANSLATE(A205, ""ko"", ""en"")"
요트가이,"=GOOGLETRANSLATE(A206, ""ko"", ""en"")"
부산 해운대구 우동 1393,"=GOOGLETRANSLATE(A207, ""ko"", ""en"")"
"4,900원","=GOOGLETRANSLATE(A208, ""ko"", ""en"")"
서귀포잠수함,"=GOOGLETRANSLATE(A209, ""ko"", ""en"")"
제주 서귀포시 남성중로 40,"=GOOGLETRANSLATE(A210, ""ko"", ""en"")"
메이즈랜드_성인,"=GOOGLETRANSLATE(A211, ""ko"", ""en"")"
메이즈랜드,"=GOOGLETRANSLATE(A212, ""ko"", ""en"")"
제주특별자치도 제주시 구좌읍 비자림로 2134-47 메이즈랜드,"=GOOGLETRANSLATE(A213, ""ko"", ""en"")"
항공우주박물관 전시+체험+공연 종합패키지,"=GOOGLETRANSLATE(A214, ""ko"", ""en"")"
음악 불꽃 크루즈 (여의도 터미널 출발),"=GOOGLETRANSLATE(A215, ""ko"", ""en"")"
서울크루즈,"=GOOGLETRANSLATE(A216, ""ko"", ""en"")"
여의도한강공원길 231 여의도 유람선터미널,"=GOOGLETRANSLATE(A217, ""ko"", ""en"")"
"37,000원","=GOOGLETRANSLATE(A218, ""ko"", ""en"")"
N서울타워 전망대+한쿡 레스토랑 PKG,"=GOOGLETRANSLATE(A219, ""ko"", ""en"")"
서울 용산구 남산공원길 105,"=GOOGLETRANSLATE(A220, ""ko"", ""en"")"
"61,900원","=GOOGLETRANSLATE(A221, ""ko"", ""en"")"
오션월드 종일권 (3/3~4/24),"=GOOGLETRANSLATE(A222, ""ko"", ""en"")"
홍천 비발디파크,"=GOOGLETRANSLATE(A223, ""ko"", ""en"")"
강원특별자치도 홍천군 서면 한치골길 262,"=GOOGLETRANSLATE(A224, ""ko"", ""en"")"
마산 로봇랜드 종일/오후 이용권 (~3/31),"=GOOGLETRANSLATE(A225, ""ko"", ""en"")"
해운대 한화리조트,"=GOOGLETRANSLATE(A226, ""ko"", ""en"")"
한화리조트 해운대,"=GOOGLETRANSLATE(A227, ""ko"", ""en"")"
부산 해운대구 마린시티3로 52,"=GOOGLETRANSLATE(A228, ""ko"", ""en"")"
"251,700원","=GOOGLETRANSLATE(A229, ""ko"", ""en"")"
에버랜드 Q-PASS: 판다월드,"=GOOGLETRANSLATE(A230, ""ko"", ""en"")"
경기 용인시 처인구 포곡읍 에버랜드로 199,"=GOOGLETRANSLATE(A231, ""ko"", ""en"")"
세라젬 웰파크 위례점 실내 키즈카페,"=GOOGLETRANSLATE(A232, ""ko"", ""en"")"
세라젬 웰파크,"=GOOGLETRANSLATE(A233, ""ko"", ""en"")"
서울 동대문구 고산자로32길 78,"=GOOGLETRANSLATE(A234, ""ko"", ""en"")"
옐레드 하남미사점 애견유치원 애견호텔 이용권,"=GOOGLETRANSLATE(A235, ""ko"", ""en"")"
옐레드,"=GOOGLETRANSLATE(A236, ""ko"", ""en"")"
경기 안산시 단원구 광덕대로 137,"=GOOGLETRANSLATE(A237, ""ko"", ""en"")"
월롱 딸기체험,"=GOOGLETRANSLATE(A238, ""ko"", ""en"")"
월롱딸기체험,"=GOOGLETRANSLATE(A239, ""ko"", ""en"")"
경기 파주시 월롱면 도감로 247,"=GOOGLETRANSLATE(A240, ""ko"", ""en"")"
엑스더스카이 전망대 입장권,"=GOOGLETRANSLATE(A241, ""ko"", ""en"")"
부산 엑스더스카이,"=GOOGLETRANSLATE(A242, ""ko"", ""en"")"
부산 해운대구 달맞이길 30,"=GOOGLETRANSLATE(A243, ""ko"", ""en"")"
팔공산 케이블카 왕복 이용권,"=GOOGLETRANSLATE(A244, ""ko"", ""en"")"
팔공산케이블카,"=GOOGLETRANSLATE(A245, ""ko"", ""en"")"
대구 동구 팔공산로185길 51,"=GOOGLETRANSLATE(A246, ""ko"", ""en"")"
"7,200원","=GOOGLETRANSLATE(A247, ""ko"", ""en"")"
아르떼뮤지엄,"=GOOGLETRANSLATE(A248, ""ko"", ""en"")"
남해양떼목장 이용권,"=GOOGLETRANSLATE(A249, ""ko"", ""en"")"
남해양떼목장,"=GOOGLETRANSLATE(A250, ""ko"", ""en"")"
경남 남해군 설천면 설천로775번길 364,"=GOOGLETRANSLATE(A251, ""ko"", ""en"")"
"3,600원","=GOOGLETRANSLATE(A252, ""ko"", ""en"")"
영종도 씨사이드 레일바이크 이용권,"=GOOGLETRANSLATE(A253, ""ko"", ""en"")"
씨사이드레일바이크,"=GOOGLETRANSLATE(A254, ""ko"", ""en"")"
인천 중구 구읍로 75,"=GOOGLETRANSLATE(A255, ""ko"", ""en"")"
해운대 블루라인파크 이용권,"=GOOGLETRANSLATE(A256, ""ko"", ""en"")"
블루라인파크,"=GOOGLETRANSLATE(A257, ""ko"", ""en"")"
부산 해운대구 달맞이길62번길 13,"=GOOGLETRANSLATE(A258, ""ko"", ""en"")"
"7,500원","=GOOGLETRANSLATE(A259, ""ko"", ""en"")"
도치돌알파카목장,"=GOOGLETRANSLATE(A260, ""ko"", ""en"")"
제주 제주시 애월읍 도치돌길 303,"=GOOGLETRANSLATE(A261, ""ko"", ""en"")"
허브아일랜드 입장권(포천가볼만한곳),"=GOOGLETRANSLATE(A262, ""ko"", ""en"")"
허브아일랜드,"=GOOGLETRANSLATE(A263, ""ko"", ""en"")"
경기 포천시 신북면 청신로947번길 35,"=GOOGLETRANSLATE(A264, ""ko"", ""en"")"
대구 이월드 자유이용권,"=GOOGLETRANSLATE(A265, ""ko"", ""en"")"
대구 달서구 두류공원로 200,"=GOOGLETRANSLATE(A266, ""ko"", ""en"")"
"하이! 서울, 크루즈 (여의도 터미널 출발)","=GOOGLETRANSLATE(A267, ""ko"", ""en"")"
서울특별시 영등포구 여의도한강공원길 231,"=GOOGLETRANSLATE(A268, ""ko"", ""en"")"
"16,200원","=GOOGLETRANSLATE(A269, ""ko"", ""en"")"
모나용평 애니포레 입장권(~7/16),"=GOOGLETRANSLATE(A270, ""ko"", ""en"")"
모나 용평,"=GOOGLETRANSLATE(A271, ""ko"", ""en"")"
얼리버드40%★ <상상력 옷장> : 마이아트뮤지엄 원그로브점,"=GOOGLETRANSLATE(A272, ""ko"", ""en"")"
서울 강서구 공항대로 165,"=GOOGLETRANSLATE(A273, ""ko"", ""en"")"
리프플레이스(용인가볼만한곳!),"=GOOGLETRANSLATE(A274, ""ko"", ""en"")"
리프플레이스,"=GOOGLETRANSLATE(A275, ""ko"", ""en"")"
경기 용인시 처인구 원삼면 농촌파크로 2,"=GOOGLETRANSLATE(A276, ""ko"", ""en"")"
"8,500원","=GOOGLETRANSLATE(A277, ""ko"", ""en"")"
옐레드 수지동천점 애견유치원 애견호텔 이용권,"=GOOGLETRANSLATE(A278, ""ko"", ""en"")"
소노캄 오션어드벤처 로우시즌 입장권 (26/03/12~26/04/24),"=GOOGLETRANSLATE(A279, ""ko"", ""en"")"
소노캄 오션어드벤처 로우시즌 입장권 26/03/12~26/04/24,"=GOOGLETRANSLATE(A280, ""ko"", ""en"")"
하피랜드 온천 · 찜질방,"=GOOGLETRANSLATE(A281, ""ko"", ""en"")"
경기 화성시 팔탄면 시청로 888,"=GOOGLETRANSLATE(A282, ""ko"", ""en"")"
잭슨나인스 창원점 이용권 (유효기간 : 3/1~3/31),"=GOOGLETRANSLATE(A283, ""ko"", ""en"")"
강원 춘천시 중앙로 193,"=GOOGLETRANSLATE(A284, ""ko"", ""en"")"
거제 벨버디어 한화리조트,"=GOOGLETRANSLATE(A285, ""ko"", ""en"")"
한화리조트 거제 벨버디어,"=GOOGLETRANSLATE(A286, ""ko"", ""en"")"
경남 거제시 장목면 거제북로 2501-40,"=GOOGLETRANSLATE(A287, ""ko"", ""en"")"
"276,000원","=GOOGLETRANSLATE(A288, ""ko"", ""en"")"
파라다이스시티 씨메르 아쿠아스파/찜질스파 (3/1~4/7),"=GOOGLETRANSLATE(A289, ""ko"", ""en"")"
씨메르,"=GOOGLETRANSLATE(A290, ""ko"", ""en"")"
인천 중구 영종해안남로321번길 186,"=GOOGLETRANSLATE(A291, ""ko"", ""en"")"
부산요트투어 요트홀릭,"=GOOGLETRANSLATE(A292, ""ko"", ""en"")"
[부산 해운대] 부산요트투어 요트홀릭,"=GOOGLETRANSLATE(A293, ""ko"", ""en"")"
에버랜드 Q-PASS: 판다 세컨하우스,"=GOOGLETRANSLATE(A294, ""ko"", ""en"")"
볼베어파크 천안점 키즈카페 힐스테이트,"=GOOGLETRANSLATE(A295, ""ko"", ""en"")"
