Original,TranslationFormula
서울상상나라,"=GOOGLETRANSLATE(A69, ""ko"", ""zh-cn"")"
서울특별시 광진구 능동로 216,"=GOOGLETRANSLATE(A70, ""ko"", ""zh-cn"")"
오감놀이와 재미있는 실험으로 상상력 +1,"=GOOGLETRANSLATE(A71, ""ko"", ""zh-cn"")"
서울새활용플라자,"=GOOGLETRANSLATE(A72, ""ko"", ""zh-cn"")"
서울 성동구 자동차시장길 49,"=GOOGLETRANSLATE(A73, ""ko"", ""zh-cn"")"
재활용 작품과 디자인제품이 가득한 곳,"=GOOGLETRANSLATE(A74, ""ko"", ""zh-cn"")"
서울 발전사를 공부하고 체험할 수 있는 공간,"=GOOGLETRANSLATE(A75, ""ko"", ""zh-cn"")"
시화조력문화관,"=GOOGLETRANSLATE(A76, ""ko"", ""zh-cn"")"
경기 안산시 단원구 대부황금로 1927,"=GOOGLETRANSLATE(A77, ""ko"", ""zh-cn"")"
물과 조력 발전에 대해 알아볼 수 있는 에너지홍보관,"=GOOGLETRANSLATE(A78, ""ko"", ""zh-cn"")"
밀양시립박물관,"=GOOGLETRANSLATE(A79, ""ko"", ""zh-cn"")"
경상남도 밀양시 밀양대공원로 100,"=GOOGLETRANSLATE(A80, ""ko"", ""zh-cn"")"
다양한 체험을 통해 즐겁게 역사를 배워봐요,"=GOOGLETRANSLATE(A81, ""ko"", ""zh-cn"")"
대구시민안전테마파크,"=GOOGLETRANSLATE(A82, ""ko"", ""zh-cn"")"
대구 동구 팔공산로 1155,"=GOOGLETRANSLATE(A83, ""ko"", ""zh-cn"")"
즐겁게 체험하며 안전 상식을 익혀요,"=GOOGLETRANSLATE(A84, ""ko"", ""zh-cn"")"
Park1538,"=GOOGLETRANSLATE(A85, ""ko"", ""zh-cn"")"
경북 포항시 남구 동해안로6213번길 5-11,"=GOOGLETRANSLATE(A86, ""ko"", ""zh-cn"")"
"제철의 원리와 포스코의 역사, 현재, 미래를 알 수 있는 곳","=GOOGLETRANSLATE(A87, ""ko"", ""zh-cn"")"
담양곤충박물관,"=GOOGLETRANSLATE(A88, ""ko"", ""zh-cn"")"
전남 담양군 담양읍 담양88로 428,"=GOOGLETRANSLATE(A89, ""ko"", ""zh-cn"")"
실내와 야외 놀이터가 있는 곤충 체험장,"=GOOGLETRANSLATE(A90, ""ko"", ""zh-cn"")"
국립중앙과학관,"=GOOGLETRANSLATE(A91, ""ko"", ""zh-cn"")"
"영유아부터 어린이까지, 다양한 체험과 관람","=GOOGLETRANSLATE(A92, ""ko"", ""zh-cn"")"
노원천문우주과학관,"=GOOGLETRANSLATE(A93, ""ko"", ""zh-cn"")"
서울 노원구 동일로205길 13,"=GOOGLETRANSLATE(A94, ""ko"", ""zh-cn"")"
우주를 좋아하는 아이라면 필수 코스,"=GOOGLETRANSLATE(A95, ""ko"", ""zh-cn"")"
국립항공박물관,"=GOOGLETRANSLATE(A96, ""ko"", ""zh-cn"")"
서울특별시 강서구 하늘길 177,"=GOOGLETRANSLATE(A97, ""ko"", ""zh-cn"")"
비행기를 좋아하는 아이라면 꼭 방문해야 하는 곳,"=GOOGLETRANSLATE(A98, ""ko"", ""zh-cn"")"
국립해양박물관,"=GOOGLETRANSLATE(A99, ""ko"", ""zh-cn"")"
부산광역시 영도구 해양로301번길 45,"=GOOGLETRANSLATE(A100, ""ko"", ""zh-cn"")"
세상의 모든 바다이야기가 시작되는 곳,"=GOOGLETRANSLATE(A101, ""ko"", ""zh-cn"")"
국립어린이과학관,"=GOOGLETRANSLATE(A102, ""ko"", ""zh-cn"")"
서울 종로구 창경궁로 215,"=GOOGLETRANSLATE(A103, ""ko"", ""zh-cn"")"
신나는 감각체험으로 과학원리를 배우는,"=GOOGLETRANSLATE(A104, ""ko"", ""zh-cn"")"
국립민속박물관 파주관,"=GOOGLETRANSLATE(A105, ""ko"", ""zh-cn"")"
알찬 어린이 체험물로 가득한 박물관,"=GOOGLETRANSLATE(A106, ""ko"", ""zh-cn"")"
국립생물자원관,"=GOOGLETRANSLATE(A107, ""ko"", ""zh-cn"")"
인천 서구 환경로 42,"=GOOGLETRANSLATE(A108, ""ko"", ""zh-cn"")"
"책에서 본 동물, 식물, 곤충이 가득한 곳","=GOOGLETRANSLATE(A109, ""ko"", ""zh-cn"")"
국립아시아문화전당 어린이문화원,"=GOOGLETRANSLATE(A110, ""ko"", ""zh-cn"")"
유아부터 어린이까지 모두 체험할 수 있는 곳,"=GOOGLETRANSLATE(A111, ""ko"", ""zh-cn"")"
국립부산과학관,"=GOOGLETRANSLATE(A112, ""ko"", ""zh-cn"")"
부산 기장군 기장읍 동부산관광6로 59,"=GOOGLETRANSLATE(A113, ""ko"", ""zh-cn"")"
아이의 상상력을 뿜뿜 자극하기,"=GOOGLETRANSLATE(A114, ""ko"", ""zh-cn"")"
경상남도안전체험관,"=GOOGLETRANSLATE(A115, ""ko"", ""zh-cn"")"
경남 합천군 용주면 고품부흥1길 10-28,"=GOOGLETRANSLATE(A116, ""ko"", ""zh-cn"")"
소방관 선생님과 함께하는 안전 체험학습,"=GOOGLETRANSLATE(A117, ""ko"", ""zh-cn"")"
국내 최대 규모의 과학관,"=GOOGLETRANSLATE(A118, ""ko"", ""zh-cn"")"
경찰박물관,"=GOOGLETRANSLATE(A119, ""ko"", ""zh-cn"")"
경찰에 관심 많은 아이들이 직접 경찰이 되어보는 특별한 시간,"=GOOGLETRANSLATE(A120, ""ko"", ""zh-cn"")"
예술정원1999 자연예술테마파크,"=GOOGLETRANSLATE(A121, ""ko"", ""zh-cn"")"
경기 포천시 신북면 아트밸리로 184-1,"=GOOGLETRANSLATE(A122, ""ko"", ""zh-cn"")"
아이와 함께 자연의 신비를 마주하고 배우는 곳,"=GOOGLETRANSLATE(A123, ""ko"", ""zh-cn"")"
우라이임업생활관,"=GOOGLETRANSLATE(A124, ""ko"", ""zh-cn"")"
우라이 전차의 과거와 임업 개발 과정이 담긴 박물관,"=GOOGLETRANSLATE(A125, ""ko"", ""zh-cn"")"
경상남도교육청 경남수학문화관,"=GOOGLETRANSLATE(A126, ""ko"", ""zh-cn"")"
경남 창원시 성산구 창원천로196번길 48,"=GOOGLETRANSLATE(A127, ""ko"", ""zh-cn"")"
몸으로 배우는 탐구 중심 수학체험관,"=GOOGLETRANSLATE(A128, ""ko"", ""zh-cn"")"
합천정원테마파크 청와대세트장,"=GOOGLETRANSLATE(A129, ""ko"", ""zh-cn"")"
경남 합천군 용주면 합천호수로 777,"=GOOGLETRANSLATE(A130, ""ko"", ""zh-cn"")"
내가 대통령이 되어보는 특별한 경험,"=GOOGLETRANSLATE(A131, ""ko"", ""zh-cn"")"
경기도 국민안전체험관,"=GOOGLETRANSLATE(A132, ""ko"", ""zh-cn"")"
경기 오산시 북삼미로 22,"=GOOGLETRANSLATE(A133, ""ko"", ""zh-cn"")"
전국에서 제일 큰 안전 체험관을 찾는다면,"=GOOGLETRANSLATE(A134, ""ko"", ""zh-cn"")"
부평 굴포누리 기후변화체험관,"=GOOGLETRANSLATE(A135, ""ko"", ""zh-cn"")"
인천 부평구 장제로 267,"=GOOGLETRANSLATE(A136, ""ko"", ""zh-cn"")"
지구의 소중함을 배울 수 있는 곳,"=GOOGLETRANSLATE(A137, ""ko"", ""zh-cn"")"
완산벙커 더 스페이스,"=GOOGLETRANSLATE(A138, ""ko"", ""zh-cn"")"
전북 전주시 완산구 완산5길 70,"=GOOGLETRANSLATE(A139, ""ko"", ""zh-cn"")"
25년 개관한 화려한 미디어아트 체험관,"=GOOGLETRANSLATE(A140, ""ko"", ""zh-cn"")"
헌법재판소 도서관,"=GOOGLETRANSLATE(A141, ""ko"", ""zh-cn"")"
서울 종로구 북촌로 15 헌법재판소지도보기,"=GOOGLETRANSLATE(A142, ""ko"", ""zh-cn"")"
헌법재판관이 되어보는 1일 체험,"=GOOGLETRANSLATE(A143, ""ko"", ""zh-cn"")"
한탄강세계지질공원센터,"=GOOGLETRANSLATE(A144, ""ko"", ""zh-cn"")"
경기도 포천시 영북면 비둘기낭길 55,"=GOOGLETRANSLATE(A145, ""ko"", ""zh-cn"")"
한탄강의 역사를 체험으로 배워보자!,"=GOOGLETRANSLATE(A146, ""ko"", ""zh-cn"")"
궁산땅굴역사전시관,"=GOOGLETRANSLATE(A147, ""ko"", ""zh-cn"")"
서울 강서구 양천로49길 106 공중화장실 궁산땅굴지도보기,"=GOOGLETRANSLATE(A148, ""ko"", ""zh-cn"")"
서울 도심에 있는 지하땅굴!,"=GOOGLETRANSLATE(A149, ""ko"", ""zh-cn"")"
세계자동차&피아노박물관,"=GOOGLETRANSLATE(A150, ""ko"", ""zh-cn"")"
제주특별자치도 서귀포시 안덕면 중산간서로 1610,"=GOOGLETRANSLATE(A151, ""ko"", ""zh-cn"")"
"자동차, 피아노 관람과 동물 먹이주기 체험까지!","=GOOGLETRANSLATE(A152, ""ko"", ""zh-cn"")"
광명시자원회수시설 홍보관,"=GOOGLETRANSLATE(A153, ""ko"", ""zh-cn"")"
경기 광명시 가학로85번길 142,"=GOOGLETRANSLATE(A154, ""ko"", ""zh-cn"")"
올바른 쓰레기 배출에 대해 배워보자!,"=GOOGLETRANSLATE(A155, ""ko"", ""zh-cn"")"
하회세계탈박물관,"=GOOGLETRANSLATE(A156, ""ko"", ""zh-cn"")"
경상북도 안동시 풍천면 전서로 206,"=GOOGLETRANSLATE(A157, ""ko"", ""zh-cn"")"
여러 탈의 역사도 알고 체험도 하고!,"=GOOGLETRANSLATE(A158, ""ko"", ""zh-cn"")"
양평친환경농업박물관,"=GOOGLETRANSLATE(A159, ""ko"", ""zh-cn"")"
경기도 양평군 용문면 용문산로 670,"=GOOGLETRANSLATE(A160, ""ko"", ""zh-cn"")"
농업 문화와 역사를 배우는 박물관,"=GOOGLETRANSLATE(A161, ""ko"", ""zh-cn"")"
경기도 파주시 탄현면 헤이리마을길 93-89,"=GOOGLETRANSLATE(A162, ""ko"", ""zh-cn"")"
오늘은 화폐에 대해서 배워볼까요,"=GOOGLETRANSLATE(A163, ""ko"", ""zh-cn"")"
디자인씽킹뮤지엄,"=GOOGLETRANSLATE(A164, ""ko"", ""zh-cn"")"
강원특별자치도 강릉시 구정면 정등로 130,"=GOOGLETRANSLATE(A165, ""ko"", ""zh-cn"")"
감성과 영감이 머무는 강릉의 숨은 아트스팟,"=GOOGLETRANSLATE(A166, ""ko"", ""zh-cn"")"
오이도 박물관,"=GOOGLETRANSLATE(A167, ""ko"", ""zh-cn"")"
경기도 시흥시 오이도로 332,"=GOOGLETRANSLATE(A168, ""ko"", ""zh-cn"")"
서해바다를 한 눈에 볼 수 있는 박물관,"=GOOGLETRANSLATE(A169, ""ko"", ""zh-cn"")"
울산수학문화관,"=GOOGLETRANSLATE(A170, ""ko"", ""zh-cn"")"
울산 북구 약수8길 50,"=GOOGLETRANSLATE(A171, ""ko"", ""zh-cn"")"
다양한 수학교구를 체험할 수 있는 공간,"=GOOGLETRANSLATE(A172, ""ko"", ""zh-cn"")"
의성조문국박물관,"=GOOGLETRANSLATE(A173, ""ko"", ""zh-cn"")"
경상북도 의성군 금성면 초전1길 83,"=GOOGLETRANSLATE(A174, ""ko"", ""zh-cn"")"
"역사 공부도 하고, 키카 부럽지 않은 놀이터도 즐기고!","=GOOGLETRANSLATE(A175, ""ko"", ""zh-cn"")"
인천도시역사관,"=GOOGLETRANSLATE(A176, ""ko"", ""zh-cn"")"
인천광역시 연수구 인천타워대로 238,"=GOOGLETRANSLATE(A177, ""ko"", ""zh-cn"")"
근대 도시 인천의 역사를 배워요,"=GOOGLETRANSLATE(A178, ""ko"", ""zh-cn"")"
시립 반석산 에코스쿨,"=GOOGLETRANSLATE(A179, ""ko"", ""zh-cn"")"
경기 화성시 동탄구 노작로 158,"=GOOGLETRANSLATE(A180, ""ko"", ""zh-cn"")"
눈으로 익히는 곤충 세계,"=GOOGLETRANSLATE(A181, ""ko"", ""zh-cn"")"
서울특별시교육청융합과학교육원 본원,"=GOOGLETRANSLATE(A182, ""ko"", ""zh-cn"")"
서울 관악구 낙성대로 101 서울시과학전시관지도보기,"=GOOGLETRANSLATE(A183, ""ko"", ""zh-cn"")"
물을 이용한 놀이기구로 과학원리를 배워보자!,"=GOOGLETRANSLATE(A184, ""ko"", ""zh-cn"")"
삼성화재 모빌리티뮤지엄,"=GOOGLETRANSLATE(A185, ""ko"", ""zh-cn"")"
경기도 용인시 처인구 포곡읍 에버랜드로376번길 171,"=GOOGLETRANSLATE(A186, ""ko"", ""zh-cn"")"
자동차를 좋아하는 아이들의 최고의 놀이터,"=GOOGLETRANSLATE(A187, ""ko"", ""zh-cn"")"
여주산림박물관,"=GOOGLETRANSLATE(A188, ""ko"", ""zh-cn"")"
경기도 여주시 황학산수목원길 73,"=GOOGLETRANSLATE(A189, ""ko"", ""zh-cn"")"
자연을 느끼고 배우는 공간,"=GOOGLETRANSLATE(A190, ""ko"", ""zh-cn"")"
서울특별시 도봉구 시루봉로1길 6,"=GOOGLETRANSLATE(A191, ""ko"", ""zh-cn"")"
핑크퐁말고 둘리는 어때? 라떼는…,"=GOOGLETRANSLATE(A192, ""ko"", ""zh-cn"")"
남양주 어린이비전센터,"=GOOGLETRANSLATE(A193, ""ko"", ""zh-cn"")"
경기도 남양주시 진접읍 해밀예당1로 96 (금곡리),"=GOOGLETRANSLATE(A194, ""ko"", ""zh-cn"")"
다양한 오감체험 가득한 실내 놀이터,"=GOOGLETRANSLATE(A195, ""ko"", ""zh-cn"")"
천안흥타령관,"=GOOGLETRANSLATE(A196, ""ko"", ""zh-cn"")"
충청남도 천안시 동남구 천안대로 412,"=GOOGLETRANSLATE(A197, ""ko"", ""zh-cn"")"
아이들과 즐길거리 많은 무료 박물관,"=GOOGLETRANSLATE(A198, ""ko"", ""zh-cn"")"
서울교육박물관,"=GOOGLETRANSLATE(A199, ""ko"", ""zh-cn"")"
서울특별시 종로구 북촌로5길 48(화동),"=GOOGLETRANSLATE(A200, ""ko"", ""zh-cn"")"
우리나라 교육의 역사를 체험하고 싶다면,"=GOOGLETRANSLATE(A201, ""ko"", ""zh-cn"")"
우리 아이가 공예가가 되는 곳,"=GOOGLETRANSLATE(A202, ""ko"", ""zh-cn"")"
서울물재생체험관,"=GOOGLETRANSLATE(A203, ""ko"", ""zh-cn"")"
서울 강서구 마곡동 1142,"=GOOGLETRANSLATE(A204, ""ko"", ""zh-cn"")"
물의 소중함에 대해 교육할 수 있는 곳,"=GOOGLETRANSLATE(A205, ""ko"", ""zh-cn"")"
진영역철도박물관,"=GOOGLETRANSLATE(A206, ""ko"", ""zh-cn"")"
경상남도 김해시 진영읍 진영로 145-1,"=GOOGLETRANSLATE(A207, ""ko"", ""zh-cn"")"
전국 최초 공립 철도박물관에서 기관사 체험,"=GOOGLETRANSLATE(A208, ""ko"", ""zh-cn"")"
다양한 체험으로 에너지 절약을 배울 수 있는 체험관,"=GOOGLETRANSLATE(A209, ""ko"", ""zh-cn"")"
종이나라박물관,"=GOOGLETRANSLATE(A210, ""ko"", ""zh-cn"")"
서울특별시 중구 장충단로 166,"=GOOGLETRANSLATE(A211, ""ko"", ""zh-cn"")"
신기한 종이 작품도 구경하고 체험도 해볼 수 있는 곳,"=GOOGLETRANSLATE(A212, ""ko"", ""zh-cn"")"
오산에코리움,"=GOOGLETRANSLATE(A213, ""ko"", ""zh-cn"")"
경기 오산시 오산천로 52,"=GOOGLETRANSLATE(A214, ""ko"", ""zh-cn"")"
AR과 VR무료 체험으로 생태에 대해 알아보자,"=GOOGLETRANSLATE(A215, ""ko"", ""zh-cn"")"
울산박물관,"=GOOGLETRANSLATE(A216, ""ko"", ""zh-cn"")"
키즈카페보다 재미있는 체험형 박물관,"=GOOGLETRANSLATE(A217, ""ko"", ""zh-cn"")"
보라매안전체험관,"=GOOGLETRANSLATE(A218, ""ko"", ""zh-cn"")"
서울 동작구 여의대방로20나길 16,"=GOOGLETRANSLATE(A219, ""ko"", ""zh-cn"")"
재난대처 요령과 안전의 소중함을 배워볼 수 있는 공간,"=GOOGLETRANSLATE(A220, ""ko"", ""zh-cn"")"
소창체험관,"=GOOGLETRANSLATE(A221, ""ko"", ""zh-cn"")"
인천 강화군 강화읍 남문안길20번길 8,"=GOOGLETRANSLATE(A222, ""ko"", ""zh-cn"")"
"다도, 한복, 직조체험이 상시 운영되는 전통체험관","=GOOGLETRANSLATE(A223, ""ko"", ""zh-cn"")"
김수영문학관,"=GOOGLETRANSLATE(A224, ""ko"", ""zh-cn"")"
서울 도봉구 해등로32길 80 김수영문학관지도보기,"=GOOGLETRANSLATE(A225, ""ko"", ""zh-cn"")"
김수영 시인의 문학정신을 느껴보다,"=GOOGLETRANSLATE(A226, ""ko"", ""zh-cn"")"
포항함체험관,"=GOOGLETRANSLATE(A227, ""ko"", ""zh-cn"")"
경북 포항시 남구,"=GOOGLETRANSLATE(A228, ""ko"", ""zh-cn"")"
커다란 해군함을 무료로 타봐요,"=GOOGLETRANSLATE(A229, ""ko"", ""zh-cn"")"
키즈오토파크 서울,"=GOOGLETRANSLATE(A230, ""ko"", ""zh-cn"")"
서울 광진구 능동로 216,"=GOOGLETRANSLATE(A231, ""ko"", ""zh-cn"")"
교통안전을 신나게 배울 수 있는 곳,"=GOOGLETRANSLATE(A232, ""ko"", ""zh-cn"")"
한국사찰음식문화체험관,"=GOOGLETRANSLATE(A233, ""ko"", ""zh-cn"")"
서울 종로구 율곡로 39 신관 2층지도보기,"=GOOGLETRANSLATE(A234, ""ko"", ""zh-cn"")"
한국사찰음식을 직접 만들어 보자!,"=GOOGLETRANSLATE(A235, ""ko"", ""zh-cn"")"
야쿠르트로 이렇게 많은 체험을 할 수 있다니!,"=GOOGLETRANSLATE(A236, ""ko"", ""zh-cn"")"
서울특별시 성동구 청계천로 530,"=GOOGLETRANSLATE(A237, ""ko"", ""zh-cn"")"
옛 한양의 중심을 가로지르는 청계천의 역사와 문화,"=GOOGLETRANSLATE(A238, ""ko"", ""zh-cn"")"
웅진역사관,"=GOOGLETRANSLATE(A239, ""ko"", ""zh-cn"")"
경기 파주시 회동길 20,"=GOOGLETRANSLATE(A240, ""ko"", ""zh-cn"")"
체험과 미디어아트로 알아보는 웅진의 역사,"=GOOGLETRANSLATE(A241, ""ko"", ""zh-cn"")"
오설록 티 뮤지엄,"=GOOGLETRANSLATE(A242, ""ko"", ""zh-cn"")"
제주 서귀포시 안덕면 신화역사로 15,"=GOOGLETRANSLATE(A243, ""ko"", ""zh-cn"")"
녹차 밭에서 힐링하고 아이스크림까지!,"=GOOGLETRANSLATE(A244, ""ko"", ""zh-cn"")"
펄벅기념관,"=GOOGLETRANSLATE(A245, ""ko"", ""zh-cn"")"
경기도 부천시 소사구 성주로214번길 61,"=GOOGLETRANSLATE(A246, ""ko"", ""zh-cn"")"
문화의 다양성을 배울 수 있는 시간,"=GOOGLETRANSLATE(A247, ""ko"", ""zh-cn"")"
신두리 사구센터,"=GOOGLETRANSLATE(A248, ""ko"", ""zh-cn"")"
충남 태안군 원북면 신두해변길 201-54,"=GOOGLETRANSLATE(A249, ""ko"", ""zh-cn"")"
"바다 앞, 전시와 모래놀이 체험이 가능한 곳","=GOOGLETRANSLATE(A250, ""ko"", ""zh-cn"")"
부천활박물관,"=GOOGLETRANSLATE(A251, ""ko"", ""zh-cn"")"
경기도 부천시 원미구 소사로 482,"=GOOGLETRANSLATE(A252, ""ko"", ""zh-cn"")"
활 쏘기 체험 하며 역사도 공부하기!,"=GOOGLETRANSLATE(A253, ""ko"", ""zh-cn"")"
이화여자대학교 자연사박물관,"=GOOGLETRANSLATE(A254, ""ko"", ""zh-cn"")"
서울특별시 서대문구 이화여대길 52,"=GOOGLETRANSLATE(A255, ""ko"", ""zh-cn"")"
본격적으로 동식물 표본 보며 자연과 친해져보자,"=GOOGLETRANSLATE(A256, ""ko"", ""zh-cn"")"
개구리생태공원 개구리생태관,"=GOOGLETRANSLATE(A257, ""ko"", ""zh-cn"")"
실제 개구리를 보며 생태학습을 할 수 있는 곳,"=GOOGLETRANSLATE(A258, ""ko"", ""zh-cn"")"
해오름전시실곤충박물관,"=GOOGLETRANSLATE(A259, ""ko"", ""zh-cn"")"
전남 여수시 자산공원길 90,"=GOOGLETRANSLATE(A260, ""ko"", ""zh-cn"")"
아이와 즐기는 무료 곤충 전시 & 바다 전망,"=GOOGLETRANSLATE(A261, ""ko"", ""zh-cn"")"
서해미술관,"=GOOGLETRANSLATE(A262, ""ko"", ""zh-cn"")"
충청남도 서산시 부석면 무학로 152-13,"=GOOGLETRANSLATE(A263, ""ko"", ""zh-cn"")"
무료 미술관으로 탈바꿈한 폐교,"=GOOGLETRANSLATE(A264, ""ko"", ""zh-cn"")"
