Original,TranslationFormula
천안흥타령춤축제,"=GOOGLETRANSLATE(A73, ""ko"", ""ja"")"
충청남도 천안시,"=GOOGLETRANSLATE(A74, ""ko"", ""ja"")"
충청남도 천안시 동남구 성남면 소노로 1,"=GOOGLETRANSLATE(A75, ""ko"", ""ja"")"
금산세계인삼축제,"=GOOGLETRANSLATE(A76, ""ko"", ""ja"")"
충청남도 금산군,"=GOOGLETRANSLATE(A77, ""ko"", ""ja"")"
충청남도 금산군 제원면 천내리 168-5,"=GOOGLETRANSLATE(A78, ""ko"", ""ja"")"
부평풍물대축제,"=GOOGLETRANSLATE(A79, ""ko"", ""ja"")"
인천 부평구,"=GOOGLETRANSLATE(A80, ""ko"", ""ja"")"
인천광역시 부평구 광장로 6,"=GOOGLETRANSLATE(A81, ""ko"", ""ja"")"
산청한방약초축제,"=GOOGLETRANSLATE(A82, ""ko"", ""ja"")"
경상남도 산청군,"=GOOGLETRANSLATE(A83, ""ko"", ""ja"")"
경상남도 산청군 금서면 동의보감로555번길 45-6,"=GOOGLETRANSLATE(A84, ""ko"", ""ja"")"
안성맞춤 남사당 바우덕이축제,"=GOOGLETRANSLATE(A85, ""ko"", ""ja"")"
경기도 안성시,"=GOOGLETRANSLATE(A86, ""ko"", ""ja"")"
경기도 안성시 공도읍 대신두길 28,"=GOOGLETRANSLATE(A87, ""ko"", ""ja"")"
수원화성문화제,"=GOOGLETRANSLATE(A88, ""ko"", ""ja"")"
경기도 수원시,"=GOOGLETRANSLATE(A89, ""ko"", ""ja"")"
경기도 수원시 장안구 영화동 320-2,"=GOOGLETRANSLATE(A90, ""ko"", ""ja"")"
광주 추억의 충장축제,"=GOOGLETRANSLATE(A91, ""ko"", ""ja"")"
광주 동구,"=GOOGLETRANSLATE(A92, ""ko"", ""ja"")"
광주광역시 동구 금남로1가 12-7,"=GOOGLETRANSLATE(A93, ""ko"", ""ja"")"
임실N치즈축제,"=GOOGLETRANSLATE(A94, ""ko"", ""ja"")"
전북특별자치도 임실군,"=GOOGLETRANSLATE(A95, ""ko"", ""ja"")"
전북특별자치도 임실군 성수면 도인2길 50,"=GOOGLETRANSLATE(A96, ""ko"", ""ja"")"
세종한글축제,"=GOOGLETRANSLATE(A97, ""ko"", ""ja"")"
세종특별자치시 세종시,"=GOOGLETRANSLATE(A98, ""ko"", ""ja"")"
세종특별자치시 합강동,"=GOOGLETRANSLATE(A99, ""ko"", ""ja"")"
고창모양성제,"=GOOGLETRANSLATE(A100, ""ko"", ""ja"")"
전북특별자치도 고창군,"=GOOGLETRANSLATE(A101, ""ko"", ""ja"")"
전북특별자치도 고창군 상하면 상하농원길 23,"=GOOGLETRANSLATE(A102, ""ko"", ""ja"")"
강동선사문화축제,"=GOOGLETRANSLATE(A103, ""ko"", ""ja"")"
서울 강동구,"=GOOGLETRANSLATE(A104, ""ko"", ""ja"")"
서울특별시 강동구 암사동 138,"=GOOGLETRANSLATE(A105, ""ko"", ""ja"")"
동래읍성역사축제,"=GOOGLETRANSLATE(A106, ""ko"", ""ja"")"
부산 동래구,"=GOOGLETRANSLATE(A107, ""ko"", ""ja"")"
부산광역시 동래구 온천장로107번길 32,"=GOOGLETRANSLATE(A108, ""ko"", ""ja"")"
목포항구축제,"=GOOGLETRANSLATE(A109, ""ko"", ""ja"")"
전라남도 목포시,"=GOOGLETRANSLATE(A110, ""ko"", ""ja"")"
전라남도 목포시 해양대학로 240,"=GOOGLETRANSLATE(A111, ""ko"", ""ja"")"
순창장류축제,"=GOOGLETRANSLATE(A112, ""ko"", ""ja"")"
전북특별자치도 순창군,"=GOOGLETRANSLATE(A113, ""ko"", ""ja"")"
전북특별자치도 순창군 팔덕면 청계리 981,"=GOOGLETRANSLATE(A114, ""ko"", ""ja"")"
사천에어쇼,"=GOOGLETRANSLATE(A115, ""ko"", ""ja"")"
경상남도 사천시,"=GOOGLETRANSLATE(A116, ""ko"", ""ja"")"
경상남도 사천시 사천대로 18,"=GOOGLETRANSLATE(A117, ""ko"", ""ja"")"
광주김치축제,"=GOOGLETRANSLATE(A118, ""ko"", ""ja"")"
광주 서구,"=GOOGLETRANSLATE(A119, ""ko"", ""ja"")"
광주광역시 서구 쌍촌동 869-9,"=GOOGLETRANSLATE(A120, ""ko"", ""ja"")"
김천김밥축제,"=GOOGLETRANSLATE(A121, ""ko"", ""ja"")"
경상북도 김천시,"=GOOGLETRANSLATE(A122, ""ko"", ""ja"")"
경상북도 김천시 교동 820-2,"=GOOGLETRANSLATE(A123, ""ko"", ""ja"")"
서귀포칠십리축제,"=GOOGLETRANSLATE(A124, ""ko"", ""ja"")"
여주오곡나루축제,"=GOOGLETRANSLATE(A125, ""ko"", ""ja"")"
경기도 여주시,"=GOOGLETRANSLATE(A126, ""ko"", ""ja"")"
경기도 여주시 산북면 금품1로 177,"=GOOGLETRANSLATE(A127, ""ko"", ""ja"")"
구미라면 축제,"=GOOGLETRANSLATE(A128, ""ko"", ""ja"")"
경상북도 구미시,"=GOOGLETRANSLATE(A129, ""ko"", ""ja"")"
경상북도 구미시 남통동 산 33,"=GOOGLETRANSLATE(A130, ""ko"", ""ja"")"
포항국제불빛축제,"=GOOGLETRANSLATE(A131, ""ko"", ""ja"")"
경상북도 포항시,"=GOOGLETRANSLATE(A132, ""ko"", ""ja"")"
경상북도 포항시 남구 호미곶면 대보리,"=GOOGLETRANSLATE(A133, ""ko"", ""ja"")"
고창 벚꽃축제,"=GOOGLETRANSLATE(A134, ""ko"", ""ja"")"
여주도자기축제,"=GOOGLETRANSLATE(A135, ""ko"", ""ja"")"
경기 여주시 산북면 금품1로 177,"=GOOGLETRANSLATE(A136, ""ko"", ""ja"")"
스카이워커스 vs 점보스,"=GOOGLETRANSLATE(A137, ""ko"", ""ja"")"
천안유관순체육관,"=GOOGLETRANSLATE(A138, ""ko"", ""ja"")"
충남 천안시 서북구 번영로 208,"=GOOGLETRANSLATE(A139, ""ko"", ""ja"")"
VIXTORM vs 스타즈,"=GOOGLETRANSLATE(A140, ""ko"", ""ja"")"
수원체육관,"=GOOGLETRANSLATE(A141, ""ko"", ""ja"")"
경기 수원시 장안구 경수대로 893,"=GOOGLETRANSLATE(A142, ""ko"", ""ja"")"
GS칼텍스 서울KIXX vs 힐스테이트,"=GOOGLETRANSLATE(A143, ""ko"", ""ja"")"
수원 KT vs 원주 DB,"=GOOGLETRANSLATE(A144, ""ko"", ""ja"")"
수원 KT 소닉붐 아레나,"=GOOGLETRANSLATE(A145, ""ko"", ""ja"")"
경기 수원시 권선구 서수원로577번길 171,"=GOOGLETRANSLATE(A146, ""ko"", ""ja"")"
경희대 선승관,"=GOOGLETRANSLATE(A147, ""ko"", ""ja"")"
경기 용인시 기흥구 덕영대로 1732 ...,"=GOOGLETRANSLATE(A148, ""ko"", ""ja"")"
현대모비스 vs 정관장,"=GOOGLETRANSLATE(A149, ""ko"", ""ja"")"
고양 소노 vs 부산 KCC,"=GOOGLETRANSLATE(A150, ""ko"", ""ja"")"
고양소노아레나,"=GOOGLETRANSLATE(A151, ""ko"", ""ja"")"
경기 고양시 일산서구 중앙로 1601,"=GOOGLETRANSLATE(A152, ""ko"", ""ja"")"
수원 KT vs 대구 한국가스공사,"=GOOGLETRANSLATE(A153, ""ko"", ""ja"")"
고양 소노 vs 울산 현대모비스,"=GOOGLETRANSLATE(A154, ""ko"", ""ja"")"
부산 KCC vs 서울 삼성,"=GOOGLETRANSLATE(A155, ""ko"", ""ja"")"
부산사직,"=GOOGLETRANSLATE(A156, ""ko"", ""ja"")"
부산광역시,"=GOOGLETRANSLATE(A157, ""ko"", ""ja"")"
안양 정관장 vs 수원 KT,"=GOOGLETRANSLATE(A158, ""ko"", ""ja"")"
안양 정관장 아레나,"=GOOGLETRANSLATE(A159, ""ko"", ""ja"")"
경기 안양시 동안구 평촌대로 389,"=GOOGLETRANSLATE(A160, ""ko"", ""ja"")"
원주 DB vs 대구 한국가스공사,"=GOOGLETRANSLATE(A161, ""ko"", ""ja"")"
원주DB프로미아레나,"=GOOGLETRANSLATE(A162, ""ko"", ""ja"")"
강원 원주시 서원대로 281,"=GOOGLETRANSLATE(A163, ""ko"", ""ja"")"
서울 삼성 vs 울산 현대모비스,"=GOOGLETRANSLATE(A164, ""ko"", ""ja"")"
서울 송파구 잠실2동 잠실동 백제고분로 잠실체육관,"=GOOGLETRANSLATE(A165, ""ko"", ""ja"")"
원주 DB vs 안양 정관장,"=GOOGLETRANSLATE(A166, ""ko"", ""ja"")"
서울 SK vs 고양 소노,"=GOOGLETRANSLATE(A167, ""ko"", ""ja"")"
잠실학생체육관,"=GOOGLETRANSLATE(A168, ""ko"", ""ja"")"
서울특별시 송파구 올림픽로 25,"=GOOGLETRANSLATE(A169, ""ko"", ""ja"")"
KT vs 미정,"=GOOGLETRANSLATE(A170, ""ko"", ""ja"")"
상무 vs 미정,"=GOOGLETRANSLATE(A171, ""ko"", ""ja"")"
대구 한국가스공사 vs 창원 LG,"=GOOGLETRANSLATE(A172, ""ko"", ""ja"")"
대구실내체육관,"=GOOGLETRANSLATE(A173, ""ko"", ""ja"")"
대구 북구 대구체육관로 39,"=GOOGLETRANSLATE(A174, ""ko"", ""ja"")"
부산 KCC vs 수원 KT,"=GOOGLETRANSLATE(A175, ""ko"", ""ja"")"
울산 현대모비스 vs 서울 SK,"=GOOGLETRANSLATE(A176, ""ko"", ""ja"")"
울산동천체육관,"=GOOGLETRANSLATE(A177, ""ko"", ""ja"")"
울산광역시 중구 염포로 85,"=GOOGLETRANSLATE(A178, ""ko"", ""ja"")"
고양 소노 vs 원주 DB,"=GOOGLETRANSLATE(A179, ""ko"", ""ja"")"
서울 삼성 vs 안양 정관장,"=GOOGLETRANSLATE(A180, ""ko"", ""ja"")"
창원 LG vs 서울 SK,"=GOOGLETRANSLATE(A181, ""ko"", ""ja"")"
창원체육관,"=GOOGLETRANSLATE(A182, ""ko"", ""ja"")"
경남 창원시 성산구 원이대로 450,"=GOOGLETRANSLATE(A183, ""ko"", ""ja"")"
대구 한국가스공사 vs 부산 KCC,"=GOOGLETRANSLATE(A184, ""ko"", ""ja"")"
서울 삼성 vs 수원 KT,"=GOOGLETRANSLATE(A185, ""ko"", ""ja"")"
울산 현대모비스 vs 원주 DB,"=GOOGLETRANSLATE(A186, ""ko"", ""ja"")"
안양 정관장 vs 창원 LG,"=GOOGLETRANSLATE(A187, ""ko"", ""ja"")"
부산 KCC vs 서울 SK,"=GOOGLETRANSLATE(A188, ""ko"", ""ja"")"
미정 vs 미정,"=GOOGLETRANSLATE(A189, ""ko"", ""ja"")"
대구 한국가스공사 vs 고양 소노,"=GOOGLETRANSLATE(A190, ""ko"", ""ja"")"
수원 KT vs 창원 LG,"=GOOGLETRANSLATE(A191, ""ko"", ""ja"")"
안양 정관장 vs 울산 현대모비스,"=GOOGLETRANSLATE(A192, ""ko"", ""ja"")"
원주 DB vs 서울 삼성,"=GOOGLETRANSLATE(A193, ""ko"", ""ja"")"
서울 SK vs 대구 한국가스공사,"=GOOGLETRANSLATE(A194, ""ko"", ""ja"")"
창원 LG vs 부산 KCC,"=GOOGLETRANSLATE(A195, ""ko"", ""ja"")"
고양 소노 vs 안양 정관장,"=GOOGLETRANSLATE(A196, ""ko"", ""ja"")"
수원 KT vs 울산 현대모비스,"=GOOGLETRANSLATE(A197, ""ko"", ""ja"")"
서울 SK vs 서울 삼성,"=GOOGLETRANSLATE(A198, ""ko"", ""ja"")"
울산 현대모비스 vs 창원 LG,"=GOOGLETRANSLATE(A199, ""ko"", ""ja"")"
수원 KT vs 고양 소노,"=GOOGLETRANSLATE(A200, ""ko"", ""ja"")"
안양 정관장 vs 서울 SK,"=GOOGLETRANSLATE(A201, ""ko"", ""ja"")"
부산 KCC vs 원주 DB,"=GOOGLETRANSLATE(A202, ""ko"", ""ja"")"
서울 삼성 vs 대구 한국가스공사,"=GOOGLETRANSLATE(A203, ""ko"", ""ja"")"
KT vs LG,"=GOOGLETRANSLATE(A204, ""ko"", ""ja"")"
서울종합운동장 잠실야구장,"=GOOGLETRANSLATE(A205, ""ko"", ""ja"")"
서울특별시 송파구 올림픽로 19-2 서울종합운동장,"=GOOGLETRANSLATE(A206, ""ko"", ""ja"")"
KIA vs SSG,"=GOOGLETRANSLATE(A207, ""ko"", ""ja"")"
인천SSG랜더스필드,"=GOOGLETRANSLATE(A208, ""ko"", ""ja"")"
인천광역시 미추홀구 매소홀로 618,"=GOOGLETRANSLATE(A209, ""ko"", ""ja"")"
대구삼성라이온즈파크,"=GOOGLETRANSLATE(A210, ""ko"", ""ja"")"
대구광역시 수성구 야구전설로 1 대구삼성라이온즈파크,"=GOOGLETRANSLATE(A211, ""ko"", ""ja"")"
창원NC파크,"=GOOGLETRANSLATE(A212, ""ko"", ""ja"")"
경상남도 창원시 마산회원구 삼호로 63,"=GOOGLETRANSLATE(A213, ""ko"", ""ja"")"
한화생명 이글스 파크,"=GOOGLETRANSLATE(A214, ""ko"", ""ja"")"
대전광역시 중구 대종로 373,"=GOOGLETRANSLATE(A215, ""ko"", ""ja"")"
KIA vs LG,"=GOOGLETRANSLATE(A216, ""ko"", ""ja"")"
키움 vs SSG,"=GOOGLETRANSLATE(A217, ""ko"", ""ja"")"
두산 vs 삼성,"=GOOGLETRANSLATE(A218, ""ko"", ""ja"")"
롯데 vs NC,"=GOOGLETRANSLATE(A219, ""ko"", ""ja"")"
KT vs 한화,"=GOOGLETRANSLATE(A220, ""ko"", ""ja"")"
SSG vs 롯데,"=GOOGLETRANSLATE(A221, ""ko"", ""ja"")"
부산사직종합운동장사직야구장,"=GOOGLETRANSLATE(A222, ""ko"", ""ja"")"
부산광역시 동래구 사직로 55-32,"=GOOGLETRANSLATE(A223, ""ko"", ""ja"")"
삼성 vs KT,"=GOOGLETRANSLATE(A224, ""ko"", ""ja"")"
수원 KT 위즈 파크,"=GOOGLETRANSLATE(A225, ""ko"", ""ja"")"
경기도 수원시 장안구 경수대로 893 수원종합운동장(주경기장),"=GOOGLETRANSLATE(A226, ""ko"", ""ja"")"
NC vs KIA,"=GOOGLETRANSLATE(A227, ""ko"", ""ja"")"
광주-기아 챔피언스 필드,"=GOOGLETRANSLATE(A228, ""ko"", ""ja"")"
광주광역시 북구 서림로 10 무등종합경기장,"=GOOGLETRANSLATE(A229, ""ko"", ""ja"")"
LG vs 키움,"=GOOGLETRANSLATE(A230, ""ko"", ""ja"")"
서울특별시 구로구 경인로 430 (고척동),"=GOOGLETRANSLATE(A231, ""ko"", ""ja"")"
키움 vs 두산,"=GOOGLETRANSLATE(A232, ""ko"", ""ja"")"
한화 vs SSG,"=GOOGLETRANSLATE(A233, ""ko"", ""ja"")"
KT vs 롯데,"=GOOGLETRANSLATE(A234, ""ko"", ""ja"")"
LG vs NC,"=GOOGLETRANSLATE(A235, ""ko"", ""ja"")"
삼성 vs KIA,"=GOOGLETRANSLATE(A236, ""ko"", ""ja"")"
SSG vs LG,"=GOOGLETRANSLATE(A237, ""ko"", ""ja"")"
NC vs 삼성,"=GOOGLETRANSLATE(A238, ""ko"", ""ja"")"
두산 vs KT,"=GOOGLETRANSLATE(A239, ""ko"", ""ja"")"
롯데 vs 키움,"=GOOGLETRANSLATE(A240, ""ko"", ""ja"")"
KIA vs 한화,"=GOOGLETRANSLATE(A241, ""ko"", ""ja"")"
롯데 vs LG,"=GOOGLETRANSLATE(A242, ""ko"", ""ja"")"
두산 vs SSG,"=GOOGLETRANSLATE(A243, ""ko"", ""ja"")"
KT vs NC,"=GOOGLETRANSLATE(A244, ""ko"", ""ja"")"
키움 vs KIA,"=GOOGLETRANSLATE(A245, ""ko"", ""ja"")"
삼성 vs 한화,"=GOOGLETRANSLATE(A246, ""ko"", ""ja"")"
KIA vs 두산,"=GOOGLETRANSLATE(A247, ""ko"", ""ja"")"
한화 vs 롯데,"=GOOGLETRANSLATE(A248, ""ko"", ""ja"")"
SSG vs NC,"=GOOGLETRANSLATE(A249, ""ko"", ""ja"")"
키움 vs KT,"=GOOGLETRANSLATE(A250, ""ko"", ""ja"")"
한화 vs LG,"=GOOGLETRANSLATE(A251, ""ko"", ""ja"")"
두산 vs 롯데,"=GOOGLETRANSLATE(A252, ""ko"", ""ja"")"
SSG vs 삼성,"=GOOGLETRANSLATE(A253, ""ko"", ""ja"")"
KIA vs KT,"=GOOGLETRANSLATE(A254, ""ko"", ""ja"")"
NC vs 키움,"=GOOGLETRANSLATE(A255, ""ko"", ""ja"")"
LG vs 두산,"=GOOGLETRANSLATE(A256, ""ko"", ""ja"")"
KT vs SSG,"=GOOGLETRANSLATE(A257, ""ko"", ""ja"")"
롯데 vs KIA,"=GOOGLETRANSLATE(A258, ""ko"", ""ja"")"
삼성 vs 키움,"=GOOGLETRANSLATE(A259, ""ko"", ""ja"")"
NC vs 한화,"=GOOGLETRANSLATE(A260, ""ko"", ""ja"")"
삼성 vs 두산,"=GOOGLETRANSLATE(A261, ""ko"", ""ja"")"
키움 vs 롯데,"=GOOGLETRANSLATE(A262, ""ko"", ""ja"")"
KIA vs NC,"=GOOGLETRANSLATE(A263, ""ko"", ""ja"")"
LG vs KT,"=GOOGLETRANSLATE(A264, ""ko"", ""ja"")"
SSG vs 한화,"=GOOGLETRANSLATE(A265, ""ko"", ""ja"")"
NC vs LG,"=GOOGLETRANSLATE(A266, ""ko"", ""ja"")"
롯데 vs SSG,"=GOOGLETRANSLATE(A267, ""ko"", ""ja"")"
한화 vs 삼성,"=GOOGLETRANSLATE(A268, ""ko"", ""ja"")"
KT vs KIA,"=GOOGLETRANSLATE(A269, ""ko"", ""ja"")"
두산 vs 키움,"=GOOGLETRANSLATE(A270, ""ko"", ""ja"")"
두산 vs LG,"=GOOGLETRANSLATE(A271, ""ko"", ""ja"")"
NC vs SSG,"=GOOGLETRANSLATE(A272, ""ko"", ""ja"")"
키움 vs 삼성,"=GOOGLETRANSLATE(A273, ""ko"", ""ja"")"
롯데 vs KT,"=GOOGLETRANSLATE(A274, ""ko"", ""ja"")"
한화 vs KIA,"=GOOGLETRANSLATE(A275, ""ko"", ""ja"")"
SSG vs 두산,"=GOOGLETRANSLATE(A276, ""ko"", ""ja"")"
KIA vs 롯데,"=GOOGLETRANSLATE(A277, ""ko"", ""ja"")"
삼성 vs NC,"=GOOGLETRANSLATE(A278, ""ko"", ""ja"")"
KT vs 키움,"=GOOGLETRANSLATE(A279, ""ko"", ""ja"")"
LG vs 한화,"=GOOGLETRANSLATE(A280, ""ko"", ""ja"")"
삼성 vs LG,"=GOOGLETRANSLATE(A281, ""ko"", ""ja"")"
NC vs 롯데,"=GOOGLETRANSLATE(A282, ""ko"", ""ja"")"
SSG vs KT,"=GOOGLETRANSLATE(A283, ""ko"", ""ja"")"
두산 vs KIA,"=GOOGLETRANSLATE(A284, ""ko"", ""ja"")"
한화 vs 키움,"=GOOGLETRANSLATE(A285, ""ko"", ""ja"")"
롯데 vs 두산,"=GOOGLETRANSLATE(A286, ""ko"", ""ja"")"
LG vs SSG,"=GOOGLETRANSLATE(A287, ""ko"", ""ja"")"
KIA vs 삼성,"=GOOGLETRANSLATE(A288, ""ko"", ""ja"")"
키움 vs NC,"=GOOGLETRANSLATE(A289, ""ko"", ""ja"")"
한화 vs KT,"=GOOGLETRANSLATE(A290, ""ko"", ""ja"")"
NC vs 두산,"=GOOGLETRANSLATE(A291, ""ko"", ""ja"")"
KT vs 삼성,"=GOOGLETRANSLATE(A292, ""ko"", ""ja"")"
LG vs KIA,"=GOOGLETRANSLATE(A293, ""ko"", ""ja"")"
SSG vs 키움,"=GOOGLETRANSLATE(A294, ""ko"", ""ja"")"
롯데 vs 한화,"=GOOGLETRANSLATE(A295, ""ko"", ""ja"")"
키움 vs LG,"=GOOGLETRANSLATE(A296, ""ko"", ""ja"")"
삼성 vs 롯데,"=GOOGLETRANSLATE(A297, ""ko"", ""ja"")"
NC vs KT,"=GOOGLETRANSLATE(A298, ""ko"", ""ja"")"
SSG vs KIA,"=GOOGLETRANSLATE(A299, ""ko"", ""ja"")"
두산 vs 한화,"=GOOGLETRANSLATE(A300, ""ko"", ""ja"")"
KT vs 두산,"=GOOGLETRANSLATE(A301, ""ko"", ""ja"")"
삼성 vs SSG,"=GOOGLETRANSLATE(A302, ""ko"", ""ja"")"
LG vs 롯데,"=GOOGLETRANSLATE(A303, ""ko"", ""ja"")"
한화 vs NC,"=GOOGLETRANSLATE(A304, ""ko"", ""ja"")"
KIA vs 키움,"=GOOGLETRANSLATE(A305, ""ko"", ""ja"")"
부산시설공단 vs 경남개발공사,"=GOOGLETRANSLATE(A306, ""ko"", ""ja"")"
부산 기장체육관,"=GOOGLETRANSLATE(A307, ""ko"", ""ja"")"
부산 기장군 기장읍 기장대로 650,"=GOOGLETRANSLATE(A308, ""ko"", ""ja"")"
인천광역시청 vs 서울시청,"=GOOGLETRANSLATE(A309, ""ko"", ""ja"")"
삼척시청 vs 대구광역시청,"=GOOGLETRANSLATE(A310, ""ko"", ""ja"")"
광주도시공사 vs SK슈가글라이더즈,"=GOOGLETRANSLATE(A311, ""ko"", ""ja"")"
하남시청 vs SK호크스,"=GOOGLETRANSLATE(A312, ""ko"", ""ja"")"
부산시설공단 vs 서울시청,"=GOOGLETRANSLATE(A313, ""ko"", ""ja"")"
상무 피닉스 vs 충남도청,"=GOOGLETRANSLATE(A314, ""ko"", ""ja"")"
