Original,TranslationFormula
"해양생물, 특히 고래를 좋아하는 아이라면 강추!","=GOOGLETRANSLATE(A115, ""ko"", ""en"")"
국내 최초 공립 화석 전문 박물관,"=GOOGLETRANSLATE(A116, ""ko"", ""en"")"
서해안 기름 유출 사건 극복 과정에 대해 알 수 있는 곳,"=GOOGLETRANSLATE(A117, ""ko"", ""en"")"
희귀 곤충들을 알아가며 교감해 볼 수 있는 곤충전시체험관,"=GOOGLETRANSLATE(A118, ""ko"", ""en"")"
다양한 테마별 안전체험교육을 받을수 있는 곳,"=GOOGLETRANSLATE(A119, ""ko"", ""en"")"
비행기의 모든 것을 배우고 경험하자,"=GOOGLETRANSLATE(A120, ""ko"", ""en"")"
분단국가의 현실을 아이들 눈높이에서 체험,"=GOOGLETRANSLATE(A121, ""ko"", ""en"")"
아이의 감성을 자극하는 다양한 체험,"=GOOGLETRANSLATE(A122, ""ko"", ""en"")"
무료 체험으로 배우는 해양환경 보호의 필요성,"=GOOGLETRANSLATE(A123, ""ko"", ""en"")"
김치에 대한 모든 것,"=GOOGLETRANSLATE(A124, ""ko"", ""en"")"
아이와 즐겁게 사진을 찍을 수 있는 이색 데이트 장소,"=GOOGLETRANSLATE(A125, ""ko"", ""en"")"
전통놀이를 체험할 수 있는 무료 놀이터,"=GOOGLETRANSLATE(A126, ""ko"", ""en"")"
민물고기와 철갑상어를 무료로 볼 수 있는 곳,"=GOOGLETRANSLATE(A127, ""ko"", ""en"")"
아이와 함께 역사 속으로,"=GOOGLETRANSLATE(A128, ""ko"", ""en"")"
무중력을 경험해 보는 어린이 천문관,"=GOOGLETRANSLATE(A129, ""ko"", ""en"")"
무료로 체험할 수 있는 실내 박물관,"=GOOGLETRANSLATE(A130, ""ko"", ""en"")"
영월 마차리 탄광촌의 흔적,"=GOOGLETRANSLATE(A131, ""ko"", ""en"")"
물 없는 스마트 아쿠아리움,"=GOOGLETRANSLATE(A132, ""ko"", ""en"")"
속초에서 만나는 르네상스 거장들의 예술세계!,"=GOOGLETRANSLATE(A133, ""ko"", ""en"")"
아이들의 상상력이 자라는 어린이 박물관,"=GOOGLETRANSLATE(A134, ""ko"", ""en"")"
애민정신을 느낄 수 있는 역사관,"=GOOGLETRANSLATE(A135, ""ko"", ""en"")"
한글 사랑과 독립을 향한 열정을 느낄 수 있는 곳,"=GOOGLETRANSLATE(A136, ""ko"", ""en"")"
"전쟁의 아픔을 기억하고, 평화로운 미래를 꿈꾸는 공간","=GOOGLETRANSLATE(A137, ""ko"", ""en"")"
"국내 최초, 유일의 기생충 전문 박물관","=GOOGLETRANSLATE(A138, ""ko"", ""en"")"
아이는 놀이터에서 뛰놀고 엄빠는 추억여행 떠나는 곳,"=GOOGLETRANSLATE(A139, ""ko"", ""en"")"
직접 만지며 배우는 어린이 체험 박물관,"=GOOGLETRANSLATE(A140, ""ko"", ""en"")"
이번 광복절에는 이곳에 방문해 보시면 어떨까요?,"=GOOGLETRANSLATE(A141, ""ko"", ""en"")"
미디어아트와 함께 하는 디지털 놀이,"=GOOGLETRANSLATE(A142, ""ko"", ""en"")"
훼손된 건축 문화재의 역사를 볼 수 있는 곳,"=GOOGLETRANSLATE(A143, ""ko"", ""en"")"
제주 옛 교육의 흐름과 놀이를 엿볼 수 있는 곳,"=GOOGLETRANSLATE(A144, ""ko"", ""en"")"
놀이로 배우는 과학 이야기,"=GOOGLETRANSLATE(A145, ""ko"", ""en"")"
공주 여행 시 꼭 가봐야 할 박물관,"=GOOGLETRANSLATE(A146, ""ko"", ""en"")"
"멸종위기 곤충들을 만나고, 드넓은 숲에서 자유롭게 놀자!","=GOOGLETRANSLATE(A147, ""ko"", ""en"")"
"박물관과 과학관, 도서관까지 모두 무료로?!","=GOOGLETRANSLATE(A148, ""ko"", ""en"")"
3D 돔 영상과 전시로 생생하게 마주하는 역사 속 장면,"=GOOGLETRANSLATE(A149, ""ko"", ""en"")"
조선의 유배문학과 남해의 역사를 엿볼 수 있는 곳,"=GOOGLETRANSLATE(A150, ""ko"", ""en"")"
즐겁게 체험하며 옷과 섬유에 대해 배워요,"=GOOGLETRANSLATE(A151, ""ko"", ""en"")"
전주한옥마을과 함께 즐기는 작지만 알찬 미디어아트,"=GOOGLETRANSLATE(A152, ""ko"", ""en"")"
아이에게 물의 소중함을 알려줄 수 있는 전시관,"=GOOGLETRANSLATE(A153, ""ko"", ""en"")"
25년 말 리뉴얼하여 재개장한 제주의 무료 박물관,"=GOOGLETRANSLATE(A154, ""ko"", ""en"")"
아이들이 한 번씩은 꿈꾸는 의사가 직접 되어보는 시간,"=GOOGLETRANSLATE(A155, ""ko"", ""en"")"
동계올림픽의 감동을 몸소 체험해 볼 수 있는 공간,"=GOOGLETRANSLATE(A156, ""ko"", ""en"")"
대한민국 금융의 역사를 살펴볼 수 있는 전시관,"=GOOGLETRANSLATE(A157, ""ko"", ""en"")"
무료로 다양한 체험과 놀이를 즐길 수 있는 충북 아이들의 놀이터,"=GOOGLETRANSLATE(A158, ""ko"", ""en"")"
거북선과 판옥선을 직접 타보는 특별한 체험,"=GOOGLETRANSLATE(A159, ""ko"", ""en"")"
마치 놀이동산 같은 안전체험관,"=GOOGLETRANSLATE(A160, ""ko"", ""en"")"
아이들을 위한 공간으로 가득한 도서관,"=GOOGLETRANSLATE(A161, ""ko"", ""en"")"
도자기를 공부하고 체험까지 할 수 있는 공간,"=GOOGLETRANSLATE(A162, ""ko"", ""en"")"
곤충박사 아이를 위한 아담한 곤충생태관,"=GOOGLETRANSLATE(A163, ""ko"", ""en"")"
가상의 국회의원이 되어 법을 만들어보는 의정체험,"=GOOGLETRANSLATE(A164, ""ko"", ""en"")"
아이가 의사로서의 꿈을 키워갈 수 있는 좋은 경험,"=GOOGLETRANSLATE(A165, ""ko"", ""en"")"
한지를 직접 만들어볼 수 있는 체험형 박물관,"=GOOGLETRANSLATE(A166, ""ko"", ""en"")"
상상이 현실이 되는 공간! 가성비 좋은 이색체험,"=GOOGLETRANSLATE(A167, ""ko"", ""en"")"
장수풍뎅이 애벌레를 직접 만져보고 체험할 수 있는곳,"=GOOGLETRANSLATE(A168, ""ko"", ""en"")"
벨루가와 아이가 직접 교류하는 시간,"=GOOGLETRANSLATE(A169, ""ko"", ""en"")"
아이와 함께 미래와 로봇을 경험하고 올 수 있는 곳,"=GOOGLETRANSLATE(A170, ""ko"", ""en"")"
아이의 눈높이에 맞춘 예술과 놀이의 공간,"=GOOGLETRANSLATE(A171, ""ko"", ""en"")"
로봇을 좋아하는 아이들의 지상낙원,"=GOOGLETRANSLATE(A172, ""ko"", ""en"")"
아이들에게 귀중한 환경체험학습을 시켜줄 곤충생태관,"=GOOGLETRANSLATE(A173, ""ko"", ""en"")"
"청와대와 역대 대통령, 우리나라 멋진 여행지를 한 눈에","=GOOGLETRANSLATE(A174, ""ko"", ""en"")"
인천의 대표 먹거리인 누들을 눈으로 맛볼 수 있는 전시공간,"=GOOGLETRANSLATE(A175, ""ko"", ""en"")"
"이색적인 목재 체험도 하고, 실내 놀이터에서 놀자!","=GOOGLETRANSLATE(A176, ""ko"", ""en"")"
대한민국 경제발전 과정을 재미있게 알아보는 체험과 도서관까지,"=GOOGLETRANSLATE(A177, ""ko"", ""en"")"
시간 여행을 떠나는 듯한 흥미진진한 석기 이야기,"=GOOGLETRANSLATE(A178, ""ko"", ""en"")"
아모레 뷰티 파크 무료 체험관,"=GOOGLETRANSLATE(A179, ""ko"", ""en"")"
독도 탐험! 메타버스로 떠나보자,"=GOOGLETRANSLATE(A180, ""ko"", ""en"")"
우리나라 생물자원을 놀면서 보고 느낄 수 있는 곳,"=GOOGLETRANSLATE(A181, ""ko"", ""en"")"
열차 운전체험도 해보고 철도 모형 디오라마쇼까지!,"=GOOGLETRANSLATE(A182, ""ko"", ""en"")"
애벌레도 직접 만져볼 수 있는 곤충박물관,"=GOOGLETRANSLATE(A183, ""ko"", ""en"")"
조선시대 목가구의 격조와 문방 문화를 담은 박물관,"=GOOGLETRANSLATE(A184, ""ko"", ""en"")"
옛 제주 마을의 모습이 그대로 유지되어 있는 곳,"=GOOGLETRANSLATE(A185, ""ko"", ""en"")"
가야의 역사를 알 수 있는 어린이 체험 박물관,"=GOOGLETRANSLATE(A186, ""ko"", ""en"")"
미술작품도 관람하고 체험도 하고!,"=GOOGLETRANSLATE(A187, ""ko"", ""en"")"
교구와 함께 수학을 쉽게 이해할 수 있는 체험관,"=GOOGLETRANSLATE(A188, ""ko"", ""en"")"
살아있는 곤충을 직접 볼 수 있는 체험존,"=GOOGLETRANSLATE(A189, ""ko"", ""en"")"
어린이 무료 생태수업이 가능한 박물관,"=GOOGLETRANSLATE(A190, ""ko"", ""en"")"
무료로 다양한 체험을 즐길 수 있는 부곡온천 홍보관,"=GOOGLETRANSLATE(A191, ""ko"", ""en"")"
미디어 아트로 재탄생 된 대가야 벽화 고분,"=GOOGLETRANSLATE(A192, ""ko"", ""en"")"
실제로 보고 만질 수 있는 곤충생태관,"=GOOGLETRANSLATE(A193, ""ko"", ""en"")"
농업의 소중함을 몸소 배울 수 있는 박물관,"=GOOGLETRANSLATE(A194, ""ko"", ""en"")"
VR체험을 통해 나라를 지키는 군인이 되어보는 순간!,"=GOOGLETRANSLATE(A195, ""ko"", ""en"")"
초등학생 자녀와 가기 좋은 신상 어린이박물관,"=GOOGLETRANSLATE(A196, ""ko"", ""en"")"
떡볶이를 좋아하는 아이라면 꼭 가야 하는 곳,"=GOOGLETRANSLATE(A197, ""ko"", ""en"")"
풀짚공예 작품을 보고 체험까지 할 수 있는 박물관,"=GOOGLETRANSLATE(A198, ""ko"", ""en"")"
구르는 공을 보며 과학적 원리를 배워가는 공 테마 박물관,"=GOOGLETRANSLATE(A199, ""ko"", ""en"")"
조선 수군과 이순신 장군의 발자취 쫓아가기,"=GOOGLETRANSLATE(A200, ""ko"", ""en"")"
"한과에 대해 배우고, 전통문화도 체험하는 유익한 시간","=GOOGLETRANSLATE(A201, ""ko"", ""en"")"
아이와 함께 놀고 배우는 즐거운 공간,"=GOOGLETRANSLATE(A202, ""ko"", ""en"")"
커피와 자연의 정취를 함께 느낄 수 있는 공간,"=GOOGLETRANSLATE(A203, ""ko"", ""en"")"
교육을 주제로 체험활동을 할 수 있는 곳,"=GOOGLETRANSLATE(A204, ""ko"", ""en"")"
어린이를 위한 어린이에 의한 박물관,"=GOOGLETRANSLATE(A205, ""ko"", ""en"")"
희귀한 화석도 보고 직접 체험도 하는 역사박물관,"=GOOGLETRANSLATE(A206, ""ko"", ""en"")"
다양한 체험을 하며 즐겁게 배워요,"=GOOGLETRANSLATE(A207, ""ko"", ""en"")"
신라 천년 수도 경주의 모든 역사를 한 눈에,"=GOOGLETRANSLATE(A208, ""ko"", ""en"")"
무료 야간 관측이 가능한 천문대,"=GOOGLETRANSLATE(A209, ""ko"", ""en"")"
박물관 들렀다가 유아숲 체험원도 가요,"=GOOGLETRANSLATE(A210, ""ko"", ""en"")"
4-8세 아이의 상상력을 키우는 체험 공간,"=GOOGLETRANSLATE(A211, ""ko"", ""en"")"
5-10세 아이 직업체험 장소를 찾는다면,"=GOOGLETRANSLATE(A212, ""ko"", ""en"")"
무료체험이 가득한 어린이 박물관,"=GOOGLETRANSLATE(A213, ""ko"", ""en"")"
개관 20주년 된 우리나라 최초 악기박물관,"=GOOGLETRANSLATE(A214, ""ko"", ""en"")"
인천공항에서 즐기는 무료 전시,"=GOOGLETRANSLATE(A215, ""ko"", ""en"")"
곤충을 직접 만져볼 수 있는 곤충박물관,"=GOOGLETRANSLATE(A216, ""ko"", ""en"")"
엄마아빠와 떠나는 추억 여행⠀,"=GOOGLETRANSLATE(A217, ""ko"", ""en"")"
우리 아이 물박사 만들어주는 곳,"=GOOGLETRANSLATE(A218, ""ko"", ""en"")"
소방대원 선생님과 함께하는 안전교육 프로그램,"=GOOGLETRANSLATE(A219, ""ko"", ""en"")"
실바니안과 테디베어가 만든 뮤지엄,"=GOOGLETRANSLATE(A220, ""ko"", ""en"")"
체험을 통해 알아보는 발효 문화의 가치,"=GOOGLETRANSLATE(A221, ""ko"", ""en"")"
곤충박물관과 천문과학관이 있는 곳,"=GOOGLETRANSLATE(A222, ""ko"", ""en"")"
병원 가기 싫어하는 아이와 병원 놀이하기,"=GOOGLETRANSLATE(A223, ""ko"", ""en"")"
수목원을 거닐고 목공체험도 하며 느끼는 나무의 소중함,"=GOOGLETRANSLATE(A224, ""ko"", ""en"")"
테디베어와 함께 세계여행! 포토존 가득한 테디베어뮤지엄,"=GOOGLETRANSLATE(A225, ""ko"", ""en"")"
세대 불문 모두가 빠져드는 레트로 박물관,"=GOOGLETRANSLATE(A226, ""ko"", ""en"")"
민물고기의 본고장에서 즐기는 다양한 체험,"=GOOGLETRANSLATE(A227, ""ko"", ""en"")"
먹거리 가득한 달콤한 공원에서 다양한 무료 체험을!,"=GOOGLETRANSLATE(A228, ""ko"", ""en"")"
타임머신 타고 6~70년대 추억의 거리 속으로!,"=GOOGLETRANSLATE(A229, ""ko"", ""en"")"
세종대왕과 이순신 이야기를 재미있게 체험하며 배우기,"=GOOGLETRANSLATE(A230, ""ko"", ""en"")"
잊지 말아야 할 역사의 산실,"=GOOGLETRANSLATE(A231, ""ko"", ""en"")"
감귤에 대한 모든 것을 보고 느끼고 체험할 수 있는 곳,"=GOOGLETRANSLATE(A232, ""ko"", ""en"")"
체험과 놀이를 통해 배우는 유교문화,"=GOOGLETRANSLATE(A233, ""ko"", ""en"")"
석기와 토기의 모습을 만날 수 있는 곳,"=GOOGLETRANSLATE(A234, ""ko"", ""en"")"
남해안의 어종과 생물들이 전시된 수산과학관,"=GOOGLETRANSLATE(A235, ""ko"", ""en"")"
과학적 상상력을 높이는 어린이 박물관,"=GOOGLETRANSLATE(A236, ""ko"", ""en"")"
국내 유일 지도박물관,"=GOOGLETRANSLATE(A237, ""ko"", ""en"")"
아이에게 재미있게 교통안전을 알려줄 수 있는 곳,"=GOOGLETRANSLATE(A238, ""ko"", ""en"")"
한천의 역사를 알고 한천체험을 할 수 있는 곳,"=GOOGLETRANSLATE(A239, ""ko"", ""en"")"
신나는 시간을 보장해 줄 체험형 실내놀이터,"=GOOGLETRANSLATE(A240, ""ko"", ""en"")"
"TV에서만 본 전투기, 탱크, 전투함 모두 여기 있다!","=GOOGLETRANSLATE(A241, ""ko"", ""en"")"
서울 광진구 강변북로 2202 뚝섬전망복합문화시설 한강이야기전시관,"=GOOGLETRANSLATE(A242, ""ko"", ""en"")"
한강에서 여유와 휴식을 즐기는 실내 테마공간,"=GOOGLETRANSLATE(A243, ""ko"", ""en"")"
한우에 대한 역사와 문화를 배울 수 있는 곳,"=GOOGLETRANSLATE(A244, ""ko"", ""en"")"
"자연생태 환경을 보고, 느끼고, 체험하는 공간","=GOOGLETRANSLATE(A245, ""ko"", ""en"")"
그 시절 현대사로 돌아가 보는 무료 체험형 놀이터,"=GOOGLETRANSLATE(A246, ""ko"", ""en"")"
DMZ를 보다 가깝고 생생하게 체험할 수 있는 곳,"=GOOGLETRANSLATE(A247, ""ko"", ""en"")"
체험을 통해 배우는 다양한 문자의 역사,"=GOOGLETRANSLATE(A248, ""ko"", ""en"")"
로봇덕후 친구들 모여라!,"=GOOGLETRANSLATE(A249, ""ko"", ""en"")"
