Original,TranslationFormula
서울특별시 마포구 와우산로 147-1 (서교동),"=GOOGLETRANSLATE(A37, ""ko"", ""ja"")"
반짝 반짝 라푼젤 [대학로],"=GOOGLETRANSLATE(A38, ""ko"", ""ja"")"
매직 사이언스 콘서트 [대학로],"=GOOGLETRANSLATE(A39, ""ko"", ""ja"")"
터치 파이브 (TOUCH FIVE),"=GOOGLETRANSLATE(A40, ""ko"", ""ja"")"
TOUCH FIVE 전용관,"=GOOGLETRANSLATE(A41, ""ko"", ""ja"")"
서울특별시 마포구 와우산로 76-1 (서교동),"=GOOGLETRANSLATE(A42, ""ko"", ""ja"")"
"VVIP석 129,000원
VIP석 110,000원
R석 99,000원
S석 77,000원
스탠딩석 55,000원
SPECIAL ROOM 800,000원","=GOOGLETRANSLATE(A43, ""ko"", ""ja"")"
썸데이 [청주],"=GOOGLETRANSLATE(A44, ""ko"", ""ja"")"
소극장 쇠내골,"=GOOGLETRANSLATE(A45, ""ko"", ""ja"")"
충청북도 청주시 상당구 단재로 28,"=GOOGLETRANSLATE(A46, ""ko"", ""ja"")"
701호 [대학로],"=GOOGLETRANSLATE(A47, ""ko"", ""ja"")"
서울특별시 종로구 이화장길 86-11(동숭동),"=GOOGLETRANSLATE(A48, ""ko"", ""ja"")"
반짝반짝 신데렐라,"=GOOGLETRANSLATE(A49, ""ko"", ""ja"")"
아기돼지삼형제: 늑대숲 또옹돼지 원정대 [대학로],"=GOOGLETRANSLATE(A50, ""ko"", ""ja"")"
어린이 마술쇼 [수원 광교],"=GOOGLETRANSLATE(A51, ""ko"", ""ja"")"
매직앤조이 (10F),"=GOOGLETRANSLATE(A52, ""ko"", ""ja"")"
경기 수원시 영통구 광교중앙로 124,"=GOOGLETRANSLATE(A53, ""ko"", ""ja"")"
"전석 28,000원","=GOOGLETRANSLATE(A54, ""ko"", ""ja"")"
페인터즈 [서대문전용관],"=GOOGLETRANSLATE(A55, ""ko"", ""ja"")"
NH아트홀,"=GOOGLETRANSLATE(A56, ""ko"", ""ja"")"
서울특별시 중구 통일로 120 (충정로1가),"=GOOGLETRANSLATE(A57, ""ko"", ""ja"")"
"VIP석 70,000원
R석 50,000원","=GOOGLETRANSLATE(A58, ""ko"", ""ja"")"
2호선 세입자 [대학로],"=GOOGLETRANSLATE(A59, ""ko"", ""ja"")"
바탕골소극장,"=GOOGLETRANSLATE(A60, ""ko"", ""ja"")"
내일은 내일에게 [대학로],"=GOOGLETRANSLATE(A61, ""ko"", ""ja"")"
썸데이 [대학로],"=GOOGLETRANSLATE(A62, ""ko"", ""ja"")"
대학로 무하아트센터,"=GOOGLETRANSLATE(A63, ""ko"", ""ja"")"
서울특별시 종로구 이화장길 72 (동숭동),"=GOOGLETRANSLATE(A64, ""ko"", ""ja"")"
난타 [명동],"=GOOGLETRANSLATE(A65, ""ko"", ""ja"")"
사춘기메들리 [대학로],"=GOOGLETRANSLATE(A66, ""ko"", ""ja"")"
나의PS파트너,"=GOOGLETRANSLATE(A67, ""ko"", ""ja"")"
베어만: 마지막잎새,"=GOOGLETRANSLATE(A68, ""ko"", ""ja"")"
어린이 마술쇼 [인천 송도],"=GOOGLETRANSLATE(A69, ""ko"", ""ja"")"
미리내 마술극단,"=GOOGLETRANSLATE(A70, ""ko"", ""ja"")"
인천 연수구 송도과학로16번길 33-4,"=GOOGLETRANSLATE(A71, ""ko"", ""ja"")"
"전석 23,000원","=GOOGLETRANSLATE(A72, ""ko"", ""ja"")"
천로역정,"=GOOGLETRANSLATE(A73, ""ko"", ""ja"")"
요리하는 마술사 [부천],"=GOOGLETRANSLATE(A74, ""ko"", ""ja"")"
부천소극장,"=GOOGLETRANSLATE(A75, ""ko"", ""ja"")"
경기도 부천시 중동로254번길 87 (중동),"=GOOGLETRANSLATE(A76, ""ko"", ""ja"")"
오마이갓 [전용관],"=GOOGLETRANSLATE(A77, ""ko"", ""ja"")"
오마이갓 전용관,"=GOOGLETRANSLATE(A78, ""ko"", ""ja"")"
서울특별시 종로구 동숭길 68 (동숭동),"=GOOGLETRANSLATE(A79, ""ko"", ""ja"")"
햇님이 달님이,"=GOOGLETRANSLATE(A80, ""ko"", ""ja"")"
The entry to JAZZ [서울 사당],"=GOOGLETRANSLATE(A81, ""ko"", ""ja"")"
entry55,"=GOOGLETRANSLATE(A82, ""ko"", ""ja"")"
서울특별시 동작구 동작대로1길 18(사당동),"=GOOGLETRANSLATE(A83, ""ko"", ""ja"")"
아기돼지야 준비해!,"=GOOGLETRANSLATE(A84, ""ko"", ""ja"")"
빌의 구둣방,"=GOOGLETRANSLATE(A85, ""ko"", ""ja"")"
한뼘사이 [라온아트홀],"=GOOGLETRANSLATE(A86, ""ko"", ""ja"")"
연극라면,"=GOOGLETRANSLATE(A87, ""ko"", ""ja"")"
요리하는 마술사 [대학로],"=GOOGLETRANSLATE(A88, ""ko"", ""ja"")"
맛있는 극장,"=GOOGLETRANSLATE(A89, ""ko"", ""ja"")"
서울특별시 종로구 혜화로 4 (혜화동),"=GOOGLETRANSLATE(A90, ""ko"", ""ja"")"
"빨간모자야 조심해! [청주, 세종]","=GOOGLETRANSLATE(A91, ""ko"", ""ja"")"
택시안에서,"=GOOGLETRANSLATE(A92, ""ko"", ""ja"")"
겨울왕국: 겨울이야기,"=GOOGLETRANSLATE(A93, ""ko"", ""ja"")"
인천동구문화체육센터 공연장,"=GOOGLETRANSLATE(A94, ""ko"", ""ja"")"
인천 동구 송현로 98,"=GOOGLETRANSLATE(A95, ""ko"", ""ja"")"
"제250회 울산시립교향악단 호국보훈 기념 정기연주회, 인류를 위한 기도: a Payer for Humanity","=GOOGLETRANSLATE(A96, ""ko"", ""ja"")"
울산문화예술회관 대공연장,"=GOOGLETRANSLATE(A97, ""ko"", ""ja"")"
흥부와 놀부 [서산],"=GOOGLETRANSLATE(A98, ""ko"", ""ja"")"
서산문화원 공연장,"=GOOGLETRANSLATE(A99, ""ko"", ""ja"")"
흙의 소리 훈의소리: 훈기상화,"=GOOGLETRANSLATE(A100, ""ko"", ""ja"")"
"Noir, L'historirde S [대학로]","=GOOGLETRANSLATE(A101, ""ko"", ""ja"")"
연극실험실 혜화동1번지,"=GOOGLETRANSLATE(A102, ""ko"", ""ja"")"
서울특별시 종로구 창경궁로35길 7 (혜화동),"=GOOGLETRANSLATE(A103, ""ko"", ""ja"")"
제1회 허서원 가야금 독주회: 정중동,"=GOOGLETRANSLATE(A104, ""ko"", ""ja"")"
미녀와 야수 [파주],"=GOOGLETRANSLATE(A105, ""ko"", ""ja"")"
서공철류 가야금산조 전바탕: 전지영의 농음,"=GOOGLETRANSLATE(A106, ""ko"", ""ja"")"
이화경 피아노 독주회,"=GOOGLETRANSLATE(A107, ""ko"", ""ja"")"
우리 죽어 깨어날 때,"=GOOGLETRANSLATE(A108, ""ko"", ""ja"")"
"R석 40,000원
S석 20,000원","=GOOGLETRANSLATE(A109, ""ko"", ""ja"")"
"제222회 포항시립교향악단 정기연주회: 벨칸토, 아름다운 노래","=GOOGLETRANSLATE(A110, ""ko"", ""ja"")"
포항문화예술회관 대공연장,"=GOOGLETRANSLATE(A111, ""ko"", ""ja"")"
경북 포항시 남구 희망대로 850,"=GOOGLETRANSLATE(A112, ""ko"", ""ja"")"
부산CBS교향악단과 함께하는 CBS콘서트: 출항,"=GOOGLETRANSLATE(A113, ""ko"", ""ja"")"
재) 영화의전당 (하늘연극장,"=GOOGLETRANSLATE(A114, ""ko"", ""ja"")"
부산 해운대구 수영강변대로 120,"=GOOGLETRANSLATE(A115, ""ko"", ""ja"")"
제로 쉴드 제로,"=GOOGLETRANSLATE(A116, ""ko"", ""ja"")"
놀터예술공방,"=GOOGLETRANSLATE(A117, ""ko"", ""ja"")"
서울특별시 성북구 성북로2길 21 - 0 태고종선부암,"=GOOGLETRANSLATE(A118, ""ko"", ""ja"")"
친친탱고 정규1집 쇼케이스 투어: Tango del Mar,"=GOOGLETRANSLATE(A119, ""ko"", ""ja"")"
카인드서울,"=GOOGLETRANSLATE(A120, ""ko"", ""ja"")"
서울특별시 성동구 연무장길 28-12 (성수동2가),"=GOOGLETRANSLATE(A121, ""ko"", ""ja"")"
김명현 피아노 독주회,"=GOOGLETRANSLATE(A122, ""ko"", ""ja"")"
"[프로그램]
 
 C. Schumann - 4 Pièces fugitives, Op.15
 R. Schumann - Carnaval, Op.9
 
Intermission

김동명 - Paradox of Reflection for Piano (2026, 초연)
A. Scriabin - Piano Sonata No. 2 in G-sharp Minor, Op. 19
A. Scriabin - Piano Sonata No. 5, Op. 53","=GOOGLETRANSLATE(A123, ""ko"", ""ja"")"
"지브리를 품은 클래식: 가족, 우리들의 노래","=GOOGLETRANSLATE(A124, ""ko"", ""ja"")"
유하 3집 발매 기념 단독 콘서트: Alive!,"=GOOGLETRANSLATE(A125, ""ko"", ""ja"")"
웨인 맥그리거 무용단의 마인드 & 무브먼트 워크숍,"=GOOGLETRANSLATE(A126, ""ko"", ""ja"")"
제54회 우리가곡연구회 정기연주회,"=GOOGLETRANSLATE(A127, ""ko"", ""ja"")"
"[Program]

*소리의 만남, 하나 되는 기쁨

우리가곡은 단순한 노래를 넘어, 한국인의 삶과 감정을 고스란히 담아내는 소중한 우리의 유산입니다. 이번 연주회는 우리가곡을 대표하는 시대별 작곡가들의 곡을 관객들이 친숙하게 접할 수 있도록 독창과 듀엣, 그리고 4중창 등 다채로운 스테이지로 구성해 보았습니다. 또한 이번 연주회는 관객들과 함께 부르는 가곡으로 마무리하며 모두가 하나 되어 우리가곡을 기념하고, 기리고자 합니다.

#1. 윤학준
마중 Sop.김원진
잔향 Sop.박경희
별 Sop.오지혜
나 하나 꽃피어 Sop.이현민, Sop.정선희, Sop.오지혜, Sop.백승민

#2. 신상우
진달래꽃 Sop.김현심
인생 Ten.이태원

#3. 이흥렬
바위고개 Sop.이주리
꽃구름속에 Sop.김원진, Sop.이주리, M.Sop.최부경
코스모스를 노래함 Sop.박경희, Sop.성이현

-휴식-

#4. 조두남
산 Ten.박찬우
새타령 Sop.정선희
선구자 Sop.김현심, Ten.이태원

#5. 조혜영
못잊어 Sop.연예슬

#6. 김홍
달빛아래 Sop.백승민
꽃잎 인연 Sop.이현민

#7. 이수인
고향의노래 Sop.성이현
그리움 M.Sop.최부경
사랑의 노래 Sop.연예슬, Ten.박찬우","=GOOGLETRANSLATE(A128, ""ko"", ""ja"")"
제5회 단국대학교 일반대학원 국악학과 정기연주회,"=GOOGLETRANSLATE(A129, ""ko"", ""ja"")"
제38회 용인시립청소년오케스트라 정기연주회 [용인],"=GOOGLETRANSLATE(A130, ""ko"", ""ja"")"
"24시간 프로젝트 시즌9, 콰르텟 레아","=GOOGLETRANSLATE(A131, ""ko"", ""ja"")"
"[PROGRAM]
Ludwig van Beethoven (1770-1827)
String Quartet No.4 in C minor, Op.18
1. Allegro ma non tanto
2. Andante scherzoso quasi Allegretto
3. Minuetto. Allegretto
4. Allegro

Dmitri Shostakovich (1906-1975)
String Quartet No.8 in C minor, Op.110
1. Largo
2. Allegro molto
3. Allegretto
4. Largo
5. Largo

※ 프로그램은 연주자의 사정에 의해 변경될 수 있습니다.","=GOOGLETRANSLATE(A132, ""ko"", ""ja"")"
"제1156회 하우스콘서트, 배길","=GOOGLETRANSLATE(A133, ""ko"", ""ja"")"
"[PROGRAM]

Johann Sebastian Bach (1685-1750) 
Goldberg Variations, BWV 988
Aria
Variatio 1. a 1 Clav.
Variatio 2. a 1 Clav.
Variatio 3. Canone all’Unisuono a 1 Clav.
Variatio 4. a 1 Clav.
Variatio 5. a 1 o vero 2 Clav.
Variatio 6. Canone alla Seconda a 1 Clav.
Variatio 7. a 1 o vero 2 Clav. Al tempo di Giga
Variatio 8. a 2 Clav.
Variatio 9. Canone alla Terza a 1 Clav.
Variatio 10. Fughetta a 1 Clav.
Variatio 11. a 2 Clav.
Variatio 12. Canone alla Quarta in moto contrario a 1 Clav.
Variatio 13. a 2 Clav.
Variatio 14. a 2 Clav.
Variatio 15. Canone alla Quinta a 1 Clav.: Andante
Variatio 16. Ouverture a 1 Clav.
Variatio 17. a 2 Clav.
Variatio 18. Canone alla Sesta a 1 Clav.
Variatio 19. a 1 Clav.
Variatio 20. a 2 Clav.
Variatio 21. Canone alla Settima a 1 Clav.
Variatio 22. a 1 Clav. alla breve
Variatio 23. a 2 Clav.
Variatio 24. Canone all'Ottava a 1 Clav.
Variatio 25. a 2 Clav.: Adagio
Variatio 26. a 2 Clav.
Variatio 27. Canone alla Nona a 2 Clav.
Variatio 28. a 2 Clav.
Variatio 29. a 1 o vero 2 Clav.
Variatio 30. Quodlibet a 1 Clav.
Aria da Capo

※프로그램은 연주자의 사정에 의해 변경될 수 있습니다.","=GOOGLETRANSLATE(A134, ""ko"", ""ja"")"
제47회 용인시립소년소녀합창단 정기연주회 [용인],"=GOOGLETRANSLATE(A135, ""ko"", ""ja"")"
센텀아트홀 명품 ART 키즈콘서트: Animal Story,"=GOOGLETRANSLATE(A136, ""ko"", ""ja"")"
센텀아트홀,"=GOOGLETRANSLATE(A137, ""ko"", ""ja"")"
부산광역시 해운대구 센텀중앙로 97 (재송동),"=GOOGLETRANSLATE(A138, ""ko"", ""ja"")"
"[공연소개]
어린이날 특별 공연 안내
아이들의 웃음소리로 가득 찰
센텀아트홀의 특별한 하루

아이와 손잡고
동물 친구들을 만나러 가는 음악 여행

어린이날을 맞아
센텀아트홀에서 준비한
명품 ART 키즈 콘서트 <Animal Story>

사자의 행진이 울려 퍼지고
수족관 속 물고기들이 춤추고
백조의 아름다운 선율이 흐르는 순간,
아이들은 음악 속에서
상상하고, 웃고, 함께 움직입니다.

디즈니 음악에 맞춰 춤추고,
동요를 함께 부르며 율동도 하고,
마지막에는 직접 악기 체험까지 
공연을 보는 시간이 아니라
아이와 함께 추억을 만드는 시간입니다.
어린이날,
우리 아이에게
음악으로 기억될 하루를 선물해주세요.","=GOOGLETRANSLATE(A139, ""ko"", ""ja"")"
분홍립스틱 [익산],"=GOOGLETRANSLATE(A140, ""ko"", ""ja"")"
익산예술의전당 대공연장,"=GOOGLETRANSLATE(A141, ""ko"", ""ja"")"
전북 익산시 동서로 490,"=GOOGLETRANSLATE(A142, ""ko"", ""ja"")"
"쌀롱드무지끄, 살롱 드 라곰: 클래식과 스크린으로 물드는 오후","=GOOGLETRANSLATE(A143, ""ko"", ""ja"")"
"[PROGRAM]

* Edward Elgar /  Salut d'Amour (사랑의 인사)

* Chris Martin ,Jonny Buckland , Guy Berryman , Will Champion / Viva la Vida

* Hugo Peretti , Luigi Creatore , George David Weiss / Can't Help Falling in Love

* Richard Rodgers / The Sound of Music

* Joe Hisaishi / Kazabue 

*Ennio Morricone / Nella Fantasia

* Justin Hurwitz / La La Land OST Medley","=GOOGLETRANSLATE(A144, ""ko"", ""ja"")"
"유포늄의 울림, 마음에 닿다","=GOOGLETRANSLATE(A145, ""ko"", ""ja"")"
"[공연소개]
Euphonium이라는 (금관)악기는 그리스어로 아름다운 소리입니다. 
보통 금관 악기 하면 시끄럽고 듣기 어렵다고 많이들 생각합니다. 
저는 다가오는 공연에서 그런 편견을 다 바꿔 드리겠습니다.

[PROGRAM]
* Heart In Heart / Ivor Bosanko

* Euphonium Concerto / Satoshi Yagisawa

* Once Upon A Time / Steven Verhelst

* Portas / Ricardo Molla Albero

* Belen / Ricardo Molla Albero

* The Overton Window / Ricardo Molla Albero","=GOOGLETRANSLATE(A146, ""ko"", ""ja"")"
오아라 피아노 독주회,"=GOOGLETRANSLATE(A147, ""ko"", ""ja"")"
"적우 전국투어콘서트: 보고싶다, 제주","=GOOGLETRANSLATE(A148, ""ko"", ""ja"")"
코코 컬쳐클럽 야외무대,"=GOOGLETRANSLATE(A149, ""ko"", ""ja"")"
제주특별자치도 서귀포시 성산읍 환해장성로 201,"=GOOGLETRANSLATE(A150, ""ko"", ""ja"")"
"VIP석 100,000원
R석 80,000원","=GOOGLETRANSLATE(A151, ""ko"", ""ja"")"
"모닝콘서트, 세계적인 재즈 피아니스트 조윤성 Jazz트리오 with 허성: 초여름의 재즈 콘서트 [창원] (6월)","=GOOGLETRANSLATE(A152, ""ko"", ""ja"")"
성산아트홀 소극장,"=GOOGLETRANSLATE(A153, ""ko"", ""ja"")"
우리 아이가 달라졌어요 [부천],"=GOOGLETRANSLATE(A154, ""ko"", ""ja"")"
한국만화박물관 만화영화상영관,"=GOOGLETRANSLATE(A155, ""ko"", ""ja"")"
경기 부천시 원미구 길주로 1,"=GOOGLETRANSLATE(A156, ""ko"", ""ja"")"
"모닝콘서트, 작곡가 윤일상의 어느 일상 콘서트 [창원] (5월)","=GOOGLETRANSLATE(A157, ""ko"", ""ja"")"
제40회 김천시립국악단 정기연주회: 국악ZIP 집대성,"=GOOGLETRANSLATE(A158, ""ko"", ""ja"")"
김천시립율곡도서관 율곡홀 (다목적강당),"=GOOGLETRANSLATE(A159, ""ko"", ""ja"")"
경북 김천시 용전1로1길 17,"=GOOGLETRANSLATE(A160, ""ko"", ""ja"")"
빈센트 옹 리사이틀,"=GOOGLETRANSLATE(A161, ""ko"", ""ja"")"
"[PROGRAM]
Chopin: Preludes, op. 28   (37')
쇼팽  프렐류드 작품28

Intermission

Mendelssohn: Lieder ohne Worte op. 102  ( 15')
멘델스존     무언가 작품102

Prokofiev: Sonata no. 8  (30')
프로코피예프   소나타8번

*연주자의 사정에 따라 프로그램은 변경될 수 있습니다*","=GOOGLETRANSLATE(A162, ""ko"", ""ja"")"
인어공주 [서울 구로],"=GOOGLETRANSLATE(A163, ""ko"", ""ja"")"
제251회 울산시립교향악단 정기연주회: 불멸의 순간 (an Immortal Moment),"=GOOGLETRANSLATE(A164, ""ko"", ""ja"")"
임재경 작곡발표회,"=GOOGLETRANSLATE(A165, ""ko"", ""ja"")"
"[프로그램]

1. “Perspective“ for Violin & Piano (2026, 초연)
2. “호흡“ for Clarinet Solo (2026, 초연)
3. “Schneeblume” for Piano Solo (2017, 재연)
4. “침묵” for Cello Solo (2026, 초연)
5. “Reconciliation“ for Vn. Cl. Vc. & Pf (2013, 재연)","=GOOGLETRANSLATE(A166, ""ko"", ""ja"")"
어린이 캣 [화성],"=GOOGLETRANSLATE(A167, ""ko"", ""ja"")"
누림아트홀,"=GOOGLETRANSLATE(A168, ""ko"", ""ja"")"
경기도 화성시 남양읍 시청로 155,"=GOOGLETRANSLATE(A169, ""ko"", ""ja"")"
누가 내 머리에 똥 쌌어? [서울 강동],"=GOOGLETRANSLATE(A170, ""ko"", ""ja"")"
"모닝콘서트, 테너 박완 & Sarah J트리오: 여름을 깨우는 하모니 [창원] (7월)","=GOOGLETRANSLATE(A171, ""ko"", ""ja"")"
"울산시립교향악단, 백윤학 지휘자와 함께 즐기는 클래식 맛집 투어 가족특선","=GOOGLETRANSLATE(A172, ""ko"", ""ja"")"
LiSA ASIA TOUR: LiVE is Smile Always ~15~,"=GOOGLETRANSLATE(A173, ""ko"", ""ja"")"
"전석 135,000원","=GOOGLETRANSLATE(A174, ""ko"", ""ja"")"
"르네상스 in 동래, 플루트로 그리는 소리의 지도","=GOOGLETRANSLATE(A175, ""ko"", ""ja"")"
동래문화회관 소극장,"=GOOGLETRANSLATE(A176, ""ko"", ""ja"")"
르네상스 in 동래: 지브리 두 앙상블의 이야기,"=GOOGLETRANSLATE(A177, ""ko"", ""ja"")"
제21회 음악에 기대어 정기연주회: 한국가곡의 대향연,"=GOOGLETRANSLATE(A178, ""ko"", ""ja"")"
"미로슬라브 꿀띠쉐프 X 일리야 라쉬코프스키, 라흐마니노프 피아노 협주곡 [서울 송파]","=GOOGLETRANSLATE(A179, ""ko"", ""ja"")"
"R석 132,000원
S석 110,000원
A석 88,000원
B석 55,000원","=GOOGLETRANSLATE(A180, ""ko"", ""ja"")"
"마당놀이, 홍길동이 온다","=GOOGLETRANSLATE(A181, ""ko"", ""ja"")"
국립아시아문화전당 극장1,"=GOOGLETRANSLATE(A182, ""ko"", ""ja"")"
피터팬 [기장],"=GOOGLETRANSLATE(A183, ""ko"", ""ja"")"
기장군청 차성아트홀,"=GOOGLETRANSLATE(A184, ""ko"", ""ja"")"
부산 기장군 기장읍 기장대로 560,"=GOOGLETRANSLATE(A185, ""ko"", ""ja"")"
"1인권 판매석(예매가) 9,900원","=GOOGLETRANSLATE(A186, ""ko"", ""ja"")"
말 안듣는 청개구리 [부천],"=GOOGLETRANSLATE(A187, ""ko"", ""ja"")"
"[공연소개]
청개구리 '꾸리'는 엄마 말씀에 반대로만 한답니다. ㅜㅜ

어느 날 꾸리는 엄마가 절대로 가지 말라는 먹구름 동산에 갑니다. 
먹구름 동산에는 뱀이 살고 있지요.

꾸리가 뱀에게 잡혔어요!~!

엄마는 꾸리를 구하던 중 뱀에게 물리고 말아요.
쓰러진 엄마는 꾸리에게 마지막으로 부탁을 합니다.

꾸리는 엄마의 말씀대로 할 수 있을까요?

소중하고 예쁜 시간을 친구들과 함께 해요!!~","=GOOGLETRANSLATE(A188, ""ko"", ""ja"")"
겨울왕국: 겨울이야기 [진주],"=GOOGLETRANSLATE(A189, ""ko"", ""ja"")"
경상대학교 칠암캠퍼스 대강당,"=GOOGLETRANSLATE(A190, ""ko"", ""ja"")"
경남 진주시 진양호로 591-5,"=GOOGLETRANSLATE(A191, ""ko"", ""ja"")"
마테우스 아사토 내한공연 Mateus Asato Asia Tour,"=GOOGLETRANSLATE(A192, ""ko"", ""ja"")"
서울특별시 마포구 어울마당로 35 (서교동) 지하 1층,"=GOOGLETRANSLATE(A193, ""ko"", ""ja"")"
"VIP패키지석 178,000원
GA스탠딩석 123,000원","=GOOGLETRANSLATE(A194, ""ko"", ""ja"")"
다이노: 공룡세계에서 살아남기 [진주],"=GOOGLETRANSLATE(A195, ""ko"", ""ja"")"
라포엠과 KNN방송교향악단이 함께하는 봄의 서정,"=GOOGLETRANSLATE(A196, ""ko"", ""ja"")"
ONE HOUR,"=GOOGLETRANSLATE(A197, ""ko"", ""ja"")"
KT&G 상상마당 라이브홀,"=GOOGLETRANSLATE(A198, ""ko"", ""ja"")"
부산광역시 부산진구 서면로 39 (부전동),"=GOOGLETRANSLATE(A199, ""ko"", ""ja"")"
"K-국악스테이지, 경기도당굿보존회 X 국립민속국악원 기악단: 하나되어 [남원]","=GOOGLETRANSLATE(A200, ""ko"", ""ja"")"
노맨틱 코미디,"=GOOGLETRANSLATE(A201, ""ko"", ""ja"")"
"베베핀, 두근두근 새친구 [서울 광진]","=GOOGLETRANSLATE(A202, ""ko"", ""ja"")"
경이로운 금요일: 디어데몬 X 희소한 X 늘,"=GOOGLETRANSLATE(A203, ""ko"", ""ja"")"
우무지,"=GOOGLETRANSLATE(A204, ""ko"", ""ja"")"
서울특별시 마포구 독막로8길 7 (합정동),"=GOOGLETRANSLATE(A205, ""ko"", ""ja"")"
"스탠딩(예매가) 25,000원
스탠딩(현매가) 30,000원","=GOOGLETRANSLATE(A206, ""ko"", ""ja"")"
한우리 피아노 독주회,"=GOOGLETRANSLATE(A207, ""ko"", ""ja"")"
이소라 여덟 번째 봄 콘서트: 봄의 미로,"=GOOGLETRANSLATE(A208, ""ko"", ""ja"")"
"R석 165,000원
S석 154,000원
A석 132,000원
시야제한석 110,000원
휠체어석 165,000원","=GOOGLETRANSLATE(A209, ""ko"", ""ja"")"
미완결,"=GOOGLETRANSLATE(A210, ""ko"", ""ja"")"
동숭무대소극장,"=GOOGLETRANSLATE(A211, ""ko"", ""ja"")"
서울특별시 종로구 혜화로 35 (명륜1가),"=GOOGLETRANSLATE(A212, ""ko"", ""ja"")"
"미로슬라브 꿀띠쉐프 X 일리야 라쉬코프스키, 라흐마니노프 피아노 협주곡","=GOOGLETRANSLATE(A213, ""ko"", ""ja"")"
"R석 121,000원
S석 99,000원
A석 66,000원","=GOOGLETRANSLATE(A214, ""ko"", ""ja"")"
제97회 인천시립극단 정기공연: 니들이 인천을 알어,"=GOOGLETRANSLATE(A215, ""ko"", ""ja"")"
인천문화예술회관 소공연장,"=GOOGLETRANSLATE(A216, ""ko"", ""ja"")"
인천 남동구 예술로 149,"=GOOGLETRANSLATE(A217, ""ko"", ""ja"")"
박지현 콘서트: 쇼맨쉽 시즌2 SHOWMANSHIP SEASON 2,"=GOOGLETRANSLATE(A218, ""ko"", ""ja"")"
김대중컨벤션센터 다목적홀,"=GOOGLETRANSLATE(A219, ""ko"", ""ja"")"
광주 서구 치평동 1159-2,"=GOOGLETRANSLATE(A220, ""ko"", ""ja"")"
